time	-I(Ls1)	-I(Ls2)
6.493107199787319e-010	-6.643896e-003	6.208457e-003
6.503107199787319e-010	-6.867922e-003	6.315424e-003
6.513107199787318e-010	-7.083244e-003	6.429379e-003
6.523107199787318e-010	-7.289604e-003	6.550030e-003
6.533107199787318e-010	-7.486759e-003	6.677089e-003
6.543107199787318e-010	-7.674482e-003	6.810265e-003
6.553107199787318e-010	-7.852564e-003	6.949271e-003
6.563107199787318e-010	-8.020810e-003	7.093820e-003
6.573107199787318e-010	-8.179043e-003	7.243628e-003
6.583107199787318e-010	-8.327104e-003	7.398412e-003
6.593107199787318e-010	-8.464848e-003	7.557892e-003
6.603107199787318e-010	-8.592148e-003	7.721790e-003
6.613107199787318e-010	-8.708896e-003	7.889831e-003
6.623107199787318e-010	-8.814998e-003	8.061742e-003
6.633107199787318e-010	-8.910378e-003	8.237252e-003
6.643107199787318e-010	-8.994976e-003	8.416093e-003
6.653107199787318e-010	-9.068752e-003	8.598002e-003
6.663107199787318e-010	-9.131677e-003	8.782715e-003
6.673107199787318e-010	-9.183745e-003	8.969975e-003
6.683107199787318e-010	-9.224960e-003	9.159525e-003
6.693107199787318e-010	-9.255347e-003	9.351115e-003
6.703107199787318e-010	-9.274944e-003	9.544495e-003
6.713107199787318e-010	-9.283806e-003	9.739421e-003
6.723107199787318e-010	-9.282003e-003	9.935652e-003
6.733107199787318e-010	-9.269620e-003	1.013295e-002
6.743107199787318e-010	-9.246756e-003	1.033108e-002
6.753107199787318e-010	-9.213526e-003	1.052982e-002
6.763107199787318e-010	-9.170057e-003	1.072894e-002
6.773107199787318e-010	-9.116491e-003	1.092821e-002
6.793107199787318e-010	-8.979704e-003	1.132638e-002
6.813107199787317e-010	-8.804554e-003	1.172264e-002
6.843107199787317e-010	-8.473411e-003	1.230998e-002
6.873107199787317e-010	-8.065626e-003	1.288436e-002
6.903107199787317e-010	-7.588035e-003	1.344111e-002
6.933107199787317e-010	-7.048122e-003	1.397596e-002
6.963107199787317e-010	-6.453875e-003	1.448506e-002
6.993107199787317e-010	-5.813663e-003	1.496499e-002
7.023107199787317e-010	-5.136091e-003	1.541275e-002
7.053107199787317e-010	-4.429874e-003	1.582574e-002
7.083107199787317e-010	-3.703704e-003	1.620177e-002
7.113107199787316e-010	-2.966127e-003	1.653904e-002
7.125964342644459e-010	-2.647112e-003	1.667151e-002
7.138821485501602e-010	-2.329661e-003	1.679632e-002
7.151678628358745e-010	-2.013775e-003	1.691348e-002
7.164535771215888e-010	-1.699455e-003	1.702298e-002
7.177392914073030e-010	-1.386700e-003	1.712482e-002
7.190250056930173e-010	-1.075509e-003	1.721900e-002
7.203107199787316e-010	-7.658843e-004	1.730552e-002
7.213107199787316e-010	-5.286008e-004	1.736730e-002
7.223107199787316e-010	-2.936910e-004	1.742433e-002
7.233107199787316e-010	-6.138786e-005	1.747661e-002
7.243107199787316e-010	1.680843e-004	1.752414e-002
7.253107199787316e-010	3.945095e-004	1.756690e-002
7.263107199787316e-010	6.176805e-004	1.760491e-002
7.283107199787316e-010	1.053476e-003	1.766667e-002
7.303107199787316e-010	1.473993e-003	1.770947e-002
7.323107199787316e-010	1.877907e-003	1.773339e-002
7.343107199787316e-010	2.264043e-003	1.773858e-002
7.353107199787316e-010	2.450121e-003	1.773419e-002
7.373107199787316e-010	2.807737e-003	1.771155e-002
7.403107199787315e-010	3.306419e-003	1.764333e-002
7.433107199787315e-010	3.758125e-003	1.753464e-002
7.443107199787315e-010	3.898028e-003	1.748955e-002
7.463107199787315e-010	4.161674e-003	1.738627e-002
7.483107199787315e-010	4.402735e-003	1.726509e-002
7.503107199787315e-010	4.623116e-003	1.712755e-002
7.523107199787315e-010	4.822816e-003	1.697365e-002
7.543107199787315e-010	5.001835e-003	1.680340e-002
7.563107199787315e-010	5.160173e-003	1.661679e-002
7.583107199787315e-010	5.297830e-003	1.641382e-002
7.603107199787315e-010	5.414806e-003	1.619450e-002
7.633107199787315e-010	5.557643e-003	1.583751e-002
7.653107199787315e-010	5.631163e-003	1.558055e-002
7.673107199787314e-010	5.688457e-003	1.530867e-002
7.683107199787314e-010	5.711346e-003	1.516719e-002
7.693107199787314e-010	5.730578e-003	1.502207e-002
7.703107199787314e-010	5.746292e-003	1.487331e-002
7.713107199787314e-010	5.758632e-003	1.472095e-002
7.723107199787314e-010	5.767744e-003	1.456500e-002
7.733107199787314e-010	5.773774e-003	1.440550e-002
7.743107199787314e-010	5.776873e-003	1.424246e-002
7.753107199787314e-010	5.777192e-003	1.407589e-002
7.763107199787314e-010	5.774882e-003	1.390583e-002
7.773107199787314e-010	5.770097e-003	1.373229e-002
7.783107199787314e-010	5.762992e-003	1.355529e-002
7.793107199787314e-010	5.753719e-003	1.337485e-002
7.803107199787314e-010	5.742434e-003	1.319099e-002
7.813107199787314e-010	5.729290e-003	1.300372e-002
7.823107199787314e-010	5.714440e-003	1.281307e-002
7.833107199787314e-010	5.698037e-003	1.261905e-002
7.843107199787314e-010	5.680233e-003	1.242167e-002
7.853107199787314e-010	5.661176e-003	1.222095e-002
7.863107199787314e-010	5.641014e-003	1.201691e-002
7.873107199787314e-010	5.619895e-003	1.180957e-002
7.883107199787314e-010	5.597961e-003	1.159894e-002
7.893107199787314e-010	5.575354e-003	1.138503e-002
7.903107199787314e-010	5.552214e-003	1.116787e-002
7.913107199787314e-010	5.528674e-003	1.094747e-002
7.923107199787314e-010	5.504868e-003	1.072383e-002
7.933107199787314e-010	5.480926e-003	1.049700e-002
7.943107199787314e-010	5.456972e-003	1.026696e-002
7.953107199787313e-010	5.433129e-003	1.003376e-002
7.963107199787313e-010	5.409513e-003	9.797391e-003
7.973107199787313e-010	5.386239e-003	9.557888e-003
7.983107199787313e-010	5.363416e-003	9.315265e-003
7.993107199787313e-010	5.341148e-003	9.069542e-003
8.003107199787313e-010	5.319536e-003	8.820740e-003
8.013107199787313e-010	5.298675e-003	8.568879e-003
8.023107199787313e-010	5.278656e-003	8.313986e-003
8.033107199787313e-010	5.259564e-003	8.056080e-003
8.043107199787313e-010	5.241479e-003	7.795190e-003
8.053107199787313e-010	5.224477e-003	7.531342e-003
8.063107199787313e-010	5.208626e-003	7.264565e-003
8.073107199787313e-010	5.193993e-003	6.994889e-003
8.083107199787313e-010	5.180635e-003	6.722347e-003
8.093107199787313e-010	5.168607e-003	6.446973e-003
8.103107199787313e-010	5.157955e-003	6.168805e-003
8.113107199787313e-010	5.148723e-003	5.887882e-003
8.123107199787313e-010	5.140946e-003	5.604248e-003
8.133107199787313e-010	5.134657e-003	5.317946e-003
8.143107199787313e-010	5.129880e-003	5.029027e-003
8.153107199787313e-010	5.126635e-003	4.737543e-003
8.163107199787313e-010	5.124935e-003	4.443551e-003
8.173107199787313e-010	5.124790e-003	4.147112e-003
8.183107199787313e-010	5.126201e-003	3.848293e-003
8.193107199787313e-010	5.129166e-003	3.547166e-003
8.203107199787313e-010	5.133676e-003	3.243809e-003
8.213107199787313e-010	5.139716e-003	2.938307e-003
8.223107199787313e-010	5.147267e-003	2.630753e-003
8.233107199787313e-010	5.156302e-003	2.321250e-003
8.243107199787312e-010	5.166791e-003	2.009908e-003
8.253107199787312e-010	5.178697e-003	1.696852e-003
8.263107199787312e-010	5.191977e-003	1.382217e-003
8.273107199787312e-010	5.206583e-003	1.066154e-003
8.283107199787312e-010	5.222462e-003	7.488307e-004
8.293107199787312e-010	5.239553e-003	4.304330e-004
8.303107199787312e-010	5.257793e-003	1.111687e-004
8.313107199787312e-010	5.277109e-003	-2.087305e-004
8.323107199787312e-010	5.297425e-003	-5.290063e-004
8.333107199787312e-010	5.318658e-003	-8.493711e-004
8.343107199787312e-010	5.340721e-003	-1.169506e-003
8.353107199787312e-010	5.363522e-003	-1.489058e-003
8.363107199787312e-010	5.386964e-003	-1.807641e-003
8.373107199787312e-010	5.410954e-003	-2.124837e-003
8.383107199787312e-010	5.435408e-003	-2.440195e-003
8.393107199787312e-010	5.460270e-003	-2.753239e-003
8.403107199787312e-010	5.485548e-003	-3.063471e-003
8.413107199787312e-010	5.511425e-003	-3.370376e-003
8.423107199787312e-010	5.538388e-003	-3.673436e-003
8.433107199787312e-010	5.567297e-003	-3.972154e-003
8.443107199787312e-010	5.599435e-003	-4.266058e-003
8.453107199787312e-010	5.636388e-003	-4.554700e-003
8.463107199787312e-010	5.679689e-003	-4.837661e-003
8.473107199787312e-010	5.730454e-003	-5.114546e-003
8.483107199787312e-010	5.789294e-003	-5.384977e-003
8.493107199787312e-010	5.856457e-003	-5.648593e-003
8.503107199787312e-010	5.931921e-003	-5.905046e-003
8.513107199787312e-010	6.015495e-003	-6.154002e-003
8.523107199787312e-010	6.106927e-003	-6.395142e-003
8.533107199787311e-010	6.205943e-003	-6.628160e-003
8.543107199787311e-010	6.312260e-003	-6.852766e-003
8.553107199787311e-010	6.425588e-003	-7.068687e-003
8.563107199787311e-010	6.545637e-003	-7.275661e-003
8.573107199787311e-010	6.672117e-003	-7.473447e-003
8.583107199787311e-010	6.804737e-003	-7.661815e-003
8.593107199787311e-010	6.943210e-003	-7.840555e-003
8.603107199787311e-010	7.087249e-003	-8.009472e-003
8.613107199787311e-010	7.236569e-003	-8.168388e-003
8.623107199787311e-010	7.390889e-003	-8.317141e-003
8.633107199787311e-010	7.549927e-003	-8.455586e-003
8.643107199787311e-010	7.713405e-003	-8.583596e-003
8.653107199787311e-010	7.881048e-003	-8.701060e-003
8.663107199787311e-010	8.052583e-003	-8.807885e-003
8.673107199787311e-010	8.227738e-003	-8.903991e-003
8.683107199787311e-010	8.406246e-003	-8.989321e-003
8.693107199787311e-010	8.587841e-003	-9.063831e-003
8.703107199787311e-010	8.772262e-003	-9.127491e-003
8.713107199787311e-010	8.959251e-003	-9.180294e-003
8.723107199787311e-010	9.148550e-003	-9.222245e-003
8.733107199787311e-010	9.339909e-003	-9.253366e-003
8.743107199787311e-010	9.533078e-003	-9.273695e-003
8.753107199787311e-010	9.727812e-003	-9.283285e-003
8.763107199787311e-010	9.923870e-003	-9.282204e-003
8.773107199787311e-010	1.012101e-002	-9.270539e-003
8.783107199787311e-010	1.031901e-002	-9.248385e-003
8.793107199787311e-010	1.051763e-002	-9.215859e-003
8.803107199787311e-010	1.071665e-002	-9.173085e-003
8.813107199787311e-010	1.091584e-002	-9.120205e-003
8.833107199787310e-010	1.131389e-002	-8.984759e-003
8.853107199787310e-010	1.171011e-002	-8.810902e-003
8.883107199787310e-010	1.229750e-002	-8.481598e-003
8.913107199787310e-010	1.287207e-002	-8.075513e-003
8.943107199787310e-010	1.342912e-002	-7.599470e-003
8.973107199787310e-010	1.396439e-002	-7.060935e-003
9.003107199787310e-010	1.447402e-002	-6.467891e-003
9.033107199787310e-010	1.495457e-002	-5.828695e-003
9.063107199787310e-010	1.540302e-002	-5.151951e-003
9.093107199787310e-010	1.581679e-002	-4.446370e-003
9.123107199787309e-010	1.619367e-002	-3.720644e-003
9.153107199787309e-010	1.653183e-002	-2.983327e-003
9.167392914073024e-010	1.667903e-002	-2.628547e-003
9.181678628358738e-010	1.681677e-002	-2.275935e-003
9.195964342644452e-010	1.694503e-002	-1.925492e-003
9.210250056930166e-010	1.706382e-002	-1.577218e-003
9.224535771215881e-010	1.717313e-002	-1.231112e-003
9.238821485501595e-010	1.727298e-002	-8.871748e-004
9.253107199787309e-010	1.736335e-002	-5.454059e-004
9.263107199787309e-010	1.742073e-002	-3.103604e-004
9.273107199787309e-010	1.747336e-002	-7.790572e-005
9.283107199787309e-010	1.752123e-002	1.517331e-004
9.293107199787309e-010	1.756435e-002	3.783395e-004
9.303107199787309e-010	1.760271e-002	6.017059e-004
9.323107199787309e-010	1.766517e-002	1.037931e-003
9.343107199787311e-010	1.770868e-002	1.458929e-003
9.363107199787313e-010	1.773332e-002	1.863366e-003
9.383107199787315e-010	1.773921e-002	2.250066e-003
9.393107199787316e-010	1.773518e-002	2.436440e-003
9.413107199787318e-010	1.771325e-002	2.794668e-003
9.443107199787321e-010	1.764609e-002	3.294319e-003
9.473107199787324e-010	1.753845e-002	3.747036e-003
9.483107199787325e-010	1.749371e-002	3.887283e-003
9.503107199787327e-010	1.739113e-002	4.151623e-003
9.523107199787329e-010	1.727063e-002	4.393394e-003
9.543107199787331e-010	1.713377e-002	4.614473e-003
9.563107199787333e-010	1.698055e-002	4.814860e-003
9.583107199787335e-010	1.681096e-002	4.994556e-003
9.603107199787337e-010	1.662502e-002	5.153560e-003
9.623107199787339e-010	1.642270e-002	5.291873e-003
9.643107199787341e-010	1.620403e-002	5.409494e-003
9.673107199787344e-010	1.584801e-002	5.553240e-003
9.693107199787346e-010	1.559167e-002	5.627331e-003
9.713107199787348e-010	1.532042e-002	5.685167e-003
9.733107199787350e-010	1.503444e-002	5.727797e-003
9.743107199787351e-010	1.488599e-002	5.743753e-003
9.753107199787352e-010	1.473393e-002	5.756327e-003
9.763107199787353e-010	1.457829e-002	5.765663e-003
9.773107199787354e-010	1.441909e-002	5.771909e-003
9.783107199787355e-010	1.425634e-002	5.775214e-003
9.793107199787356e-010	1.409008e-002	5.775730e-003
9.803107199787357e-010	1.392031e-002	5.773608e-003
9.813107199787358e-010	1.374707e-002	5.769001e-003
9.823107199787359e-010	1.357036e-002	5.762065e-003
9.833107199787360e-010	1.339022e-002	5.752951e-003
9.843107199787361e-010	1.320664e-002	5.741816e-003
9.853107199787362e-010	1.301967e-002	5.728812e-003
9.863107199787363e-010	1.282930e-002	5.714093e-003
9.873107199787364e-010	1.263556e-002	5.697811e-003
9.883107199787365e-010	1.243847e-002	5.680118e-003
9.893107199787366e-010	1.223803e-002	5.661163e-003
9.903107199787367e-010	1.203428e-002	5.641096e-003
9.913107199787368e-010	1.182721e-002	5.620060e-003
9.923107199787369e-010	1.161686e-002	5.598202e-003
9.933107199787370e-010	1.140323e-002	5.575662e-003
9.943107199787371e-010	1.118634e-002	5.552580e-003
9.953107199787372e-010	1.096621e-002	5.529089e-003
9.963107199787373e-010	1.074285e-002	5.505325e-003
9.973107199787374e-010	1.051628e-002	5.481416e-003
9.983107199787375e-010	1.028651e-002	5.457487e-003
9.993107199787376e-010	1.005357e-002	5.433661e-003
1.000310719978738e-009	9.817470e-003	5.410056e-003
1.001310719978738e-009	9.578228e-003	5.386785e-003
1.002310719978738e-009	9.335863e-003	5.363958e-003
1.003310719978738e-009	9.090397e-003	5.341680e-003
1.004310719978738e-009	8.841848e-003	5.320052e-003
1.005310719978738e-009	8.590240e-003	5.299169e-003
1.006310719978738e-009	8.335595e-003	5.279122e-003
1.007310719978738e-009	8.077936e-003	5.259996e-003
1.008310719978739e-009	7.817290e-003	5.241873e-003
1.009310719978739e-009	7.553683e-003	5.224828e-003
1.010310719978739e-009	7.287144e-003	5.208930e-003
1.011310719978739e-009	7.017702e-003	5.194245e-003
1.012310719978739e-009	6.745392e-003	5.180832e-003
1.013310719978739e-009	6.470246e-003	5.168745e-003
1.014310719978739e-009	6.192302e-003	5.158032e-003
1.015310719978739e-009	5.911599e-003	5.148736e-003
1.016310719978739e-009	5.628180e-003	5.140893e-003
1.017310719978739e-009	5.342090e-003	5.134535e-003
1.018310719978740e-009	5.053377e-003	5.129688e-003
1.019310719978740e-009	4.762094e-003	5.126372e-003
1.020310719978740e-009	4.468298e-003	5.124602e-003
1.021310719978740e-009	4.172049e-003	5.124385e-003
1.022310719978740e-009	3.873414e-003	5.125724e-003
1.023310719978740e-009	3.572463e-003	5.128617e-003
1.024310719978740e-009	3.269276e-003	5.133056e-003
1.025310719978740e-009	2.963936e-003	5.139026e-003
1.026310719978740e-009	2.656535e-003	5.146508e-003
1.027310719978740e-009	2.347176e-003	5.155476e-003
1.028310719978741e-009	2.035968e-003	5.165900e-003
1.029310719978741e-009	1.723035e-003	5.177744e-003
1.030310719978741e-009	1.408510e-003	5.190965e-003
1.031310719978741e-009	1.092545e-003	5.205515e-003
1.032310719978741e-009	7.753031e-004	5.221341e-003
1.033310719978741e-009	4.569709e-004	5.238384e-003
1.034310719978741e-009	1.377537e-004	5.256580e-003
1.035310719978741e-009	-1.821189e-004	5.275857e-003
1.036310719978741e-009	-5.023909e-004	5.296140e-003
1.037310719978741e-009	-8.227771e-004	5.317345e-003
1.038310719978742e-009	-1.142961e-003	5.339387e-003
1.039310719978742e-009	-1.462593e-003	5.362172e-003
1.040310719978742e-009	-1.781290e-003	5.385605e-003
1.041310719978742e-009	-2.098635e-003	5.409592e-003
1.042310719978742e-009	-2.414181e-003	5.434047e-003
1.043310719978742e-009	-2.727453e-003	5.458911e-003
1.044310719978742e-009	-3.037955e-003	5.484183e-003
1.045310719978742e-009	-3.345173e-003	5.510031e-003
1.046310719978742e-009	-3.648587e-003	5.536911e-003
1.047310719978742e-009	-3.947699e-003	5.565641e-003
1.048310719978743e-009	-4.242034e-003	5.597472e-003
1.049310719978743e-009	-4.531144e-003	5.633974e-003
1.050310719978743e-009	-4.814606e-003	5.676702e-003
1.051310719978743e-009	-5.092023e-003	5.726814e-003
1.052310719978743e-009	-5.363016e-003	5.784961e-003
1.053310719978743e-009	-5.627223e-003	5.851426e-003
1.054310719978743e-009	-5.884294e-003	5.926204e-003
1.055310719978743e-009	-6.133895e-003	6.009111e-003
1.056310719978743e-009	-6.375705e-003	6.099898e-003
1.057310719978743e-009	-6.609417e-003	6.198294e-003
1.058310719978744e-009	-6.834741e-003	6.304013e-003
1.059310719978744e-009	-7.051399e-003	6.416768e-003
1.060310719978744e-009	-7.259132e-003	6.536268e-003
1.061310719978744e-009	-7.457694e-003	6.662223e-003
1.062310719978744e-009	-7.646857e-003	6.794342e-003
1.063310719978744e-009	-7.826407e-003	6.932338e-003
1.064310719978744e-009	-7.996150e-003	7.075924e-003
1.065310719978744e-009	-8.155905e-003	7.224815e-003
1.066310719978744e-009	-8.305509e-003	7.378728e-003
1.067310719978744e-009	-8.444815e-003	7.537383e-003
1.068310719978745e-009	-8.573696e-003	7.700501e-003
1.069310719978745e-009	-8.692039e-003	7.867807e-003
1.070310719978745e-009	-8.799748e-003	8.039027e-003
1.071310719978745e-009	-8.896745e-003	8.213889e-003
1.072310719978745e-009	-8.982969e-003	8.392125e-003
1.073310719978745e-009	-9.058373e-003	8.573472e-003
1.074310719978745e-009	-9.122930e-003	8.757667e-003
1.075310719978745e-009	-9.176631e-003	8.944449e-003
1.076310719978745e-009	-9.219476e-003	9.133563e-003
1.077310719978745e-009	-9.251488e-003	9.324757e-003
1.078310719978746e-009	-9.272704e-003	9.517782e-003
1.079310719978746e-009	-9.283175e-003	9.712392e-003
1.080310719978746e-009	-9.282969e-003	9.908346e-003
1.081310719978746e-009	-9.272169e-003	1.010541e-002
1.082310719978746e-009	-9.250874e-003	1.030334e-002
1.083310719978746e-009	-9.219194e-003	1.050191e-002
1.084310719978746e-009	-9.177255e-003	1.070090e-002
1.085310719978746e-009	-9.125198e-003	1.090008e-002
1.087310719978746e-009	-8.991354e-003	1.129817e-002
1.089310719978747e-009	-8.819038e-003	1.169448e-002
1.092310719978747e-009	-8.491909e-003	1.228214e-002
1.095310719978747e-009	-8.087819e-003	1.285711e-002
1.098310719978748e-009	-7.613570e-003	1.341469e-002
1.101310719978748e-009	-7.076615e-003	1.395059e-002
1.104310719978748e-009	-6.484924e-003	1.446095e-002
1.107310719978748e-009	-5.846847e-003	1.494232e-002
1.110310719978749e-009	-5.170981e-003	1.539168e-002
1.113310719978749e-009	-4.466038e-003	1.580640e-002
1.116310719978749e-009	-3.740715e-003	1.618429e-002
1.119310719978750e-009	-3.003568e-003	1.652352e-002
1.120739291407321e-009	-2.648787e-003	1.667124e-002
1.122167862835893e-009	-2.296129e-003	1.680950e-002
1.123596434264464e-009	-1.945595e-003	1.693829e-002
1.125025005693036e-009	-1.597183e-003	1.705761e-002
1.126453577121608e-009	-1.250894e-003	1.716747e-002
1.127882148550179e-009	-9.067288e-004	1.726786e-002
1.129310719978751e-009	-5.646863e-004	1.735878e-002
1.130310719978751e-009	-3.294286e-004	1.741654e-002
1.131310719978751e-009	-9.674316e-005	1.746955e-002
1.132310719978751e-009	1.331443e-004	1.751781e-002
1.133310719978751e-009	3.600165e-004	1.756130e-002
1.134310719978751e-009	5.836651e-004	1.760005e-002
1.136310719978751e-009	1.020501e-003	1.766327e-002
1.138310719978752e-009	1.442166e-003	1.770754e-002
1.140310719978752e-009	1.847321e-003	1.773293e-002
1.142310719978752e-009	2.234783e-003	1.773958e-002
1.143310719978752e-009	2.421551e-003	1.773592e-002
1.145310719978752e-009	2.780595e-003	1.771474e-002
1.148310719978753e-009	3.281518e-003	1.764867e-002
1.151310719978753e-009	3.735547e-003	1.754211e-002
1.152310719978753e-009	3.876237e-003	1.749772e-002
1.154310719978753e-009	4.141465e-003	1.739583e-002
1.156310719978753e-009	4.384137e-003	1.727602e-002
1.158310719978754e-009	4.606097e-003	1.713984e-002
1.160310719978754e-009	4.807346e-003	1.698729e-002
1.162310719978754e-009	4.987884e-003	1.681836e-002
1.164310719978754e-009	5.147712e-003	1.663306e-002
1.166310719978754e-009	5.286828e-003	1.643139e-002
1.168310719978755e-009	5.405233e-003	1.621334e-002
1.171310719978755e-009	5.550072e-003	1.585824e-002
1.173310719978755e-009	5.624842e-003	1.560252e-002
1.175310719978755e-009	5.683314e-003	1.533186e-002
1.177310719978755e-009	5.726535e-003	1.504647e-002
1.178310719978756e-009	5.742769e-003	1.489831e-002
1.179310719978756e-009	5.755609e-003	1.474654e-002
1.180310719978756e-009	5.765199e-003	1.459119e-002
1.181310719978756e-009	5.771686e-003	1.443227e-002
1.182310719978756e-009	5.775220e-003	1.426982e-002
1.183310719978756e-009	5.775952e-003	1.410383e-002
1.184310719978756e-009	5.774034e-003	1.393435e-002
1.185310719978756e-009	5.769619e-003	1.376139e-002
1.186310719978756e-009	5.762860e-003	1.358496e-002
1.187310719978756e-009	5.753912e-003	1.340509e-002
1.188310719978757e-009	5.742930e-003	1.322180e-002
1.189310719978757e-009	5.730066e-003	1.303510e-002
1.190310719978757e-009	5.715474e-003	1.284500e-002
1.191310719978757e-009	5.699308e-003	1.265154e-002
1.192310719978757e-009	5.681718e-003	1.245471e-002
1.193310719978757e-009	5.662854e-003	1.225455e-002
1.194310719978757e-009	5.642864e-003	1.205106e-002
1.195310719978757e-009	5.621896e-003	1.184427e-002
1.196310719978757e-009	5.600092e-003	1.163418e-002
1.197310719978757e-009	5.577595e-003	1.142082e-002
1.198310719978758e-009	5.554544e-003	1.120419e-002
1.199310719978758e-009	5.531075e-003	1.098432e-002
1.200310719978758e-009	5.507322e-003	1.076123e-002
1.201310719978758e-009	5.483412e-003	1.053492e-002
1.202310719978758e-009	5.459473e-003	1.030541e-002
1.203310719978758e-009	5.435628e-003	1.007273e-002
1.204310719978758e-009	5.411993e-003	9.836881e-003
1.205310719978758e-009	5.388684e-003	9.597895e-003
1.206310719978758e-009	5.365810e-003	9.355783e-003
1.207310719978758e-009	5.343477e-003	9.110570e-003
1.208310719978759e-009	5.321785e-003	8.862272e-003
1.209310719978759e-009	5.300831e-003	8.610913e-003
1.210310719978759e-009	5.280706e-003	8.356514e-003
1.211310719978759e-009	5.261496e-003	8.099101e-003
1.212310719978759e-009	5.243282e-003	7.838698e-003
1.213310719978759e-009	5.226140e-003	7.575331e-003
1.214310719978759e-009	5.210140e-003	7.309031e-003
1.215310719978759e-009	5.195349e-003	7.039825e-003
1.216310719978759e-009	5.181824e-003	6.767748e-003
1.217310719978759e-009	5.169622e-003	6.492833e-003
1.218310719978760e-009	5.158790e-003	6.215116e-003
1.219310719978760e-009	5.149372e-003	5.934638e-003
1.220310719978760e-009	5.141404e-003	5.651439e-003
1.221310719978760e-009	5.134920e-003	5.365565e-003
1.222310719978760e-009	5.129945e-003	5.077065e-003
1.223310719978760e-009	5.126499e-003	4.785991e-003
1.224310719978760e-009	5.124598e-003	4.492398e-003
1.225310719978760e-009	5.124249e-003	4.196348e-003
1.226310719978760e-009	5.125458e-003	3.897906e-003
1.227310719978760e-009	5.128222e-003	3.597143e-003
1.228310719978761e-009	5.132532e-003	3.294136e-003
1.229310719978761e-009	5.138375e-003	2.988969e-003
1.230310719978761e-009	5.145732e-003	2.681734e-003
1.231310719978761e-009	5.154578e-003	2.372531e-003
1.232310719978761e-009	5.164883e-003	2.061470e-003
1.233310719978761e-009	5.176610e-003	1.748674e-003
1.234310719978761e-009	5.189719e-003	1.434275e-003
1.235310719978761e-009	5.204161e-003	1.118421e-003
1.236310719978761e-009	5.219884e-003	8.012783e-004
1.237310719978761e-009	5.236829e-003	4.830285e-004
1.238310719978762e-009	5.254933e-003	1.638760e-004
1.239310719978762e-009	5.274124e-003	-1.559516e-004
1.240310719978762e-009	5.294327e-003	-4.762007e-004
1.241310719978762e-009	5.315461e-003	-7.965883e-004
1.242310719978762e-009	5.337438e-003	-1.116801e-003
1.243310719978762e-009	5.360166e-003	-1.436491e-003
1.244310719978762e-009	5.383551e-003	-1.755279e-003
1.245310719978762e-009	5.407496e-003	-2.072751e-003
1.246310719978762e-009	5.431917e-003	-2.388461e-003
1.247310719978762e-009	5.456750e-003	-2.701937e-003
1.248310719978763e-009	5.481989e-003	-3.012684e-003
1.249310719978763e-009	5.507783e-003	-3.320188e-003
1.250310719978763e-009	5.534562e-003	-3.623930e-003
1.251310719978763e-009	5.563107e-003	-3.923410e-003
1.252310719978763e-009	5.594634e-003	-4.218152e-003
1.253310719978763e-009	5.630697e-003	-4.507704e-003
1.254310719978763e-009	5.672869e-003	-4.791642e-003
1.255310719978763e-009	5.722344e-003	-5.069566e-003
1.256310719978763e-009	5.779814e-003	-5.341097e-003
1.257310719978763e-009	5.845594e-003	-5.605871e-003
1.258310719978764e-009	5.919700e-003	-5.863538e-003
1.259310719978764e-009	6.001953e-003	-6.113760e-003
1.260310719978764e-009	6.092107e-003	-6.356218e-003
1.261310719978764e-009	6.189893e-003	-6.590602e-003
1.262310719978764e-009	6.295026e-003	-6.816621e-003
1.263310719978764e-009	6.407219e-003	-7.033997e-003
1.264310719978764e-009	6.526180e-003	-7.242469e-003
1.265310719978764e-009	6.651619e-003	-7.441789e-003
1.266310719978764e-009	6.783247e-003	-7.631728e-003
1.267310719978764e-009	6.920775e-003	-7.812072e-003
1.268310719978765e-009	7.063916e-003	-7.982623e-003
1.269310719978765e-009	7.212386e-003	-8.143200e-003
1.270310719978765e-009	7.365900e-003	-8.293638e-003
1.271310719978765e-009	7.524179e-003	-8.433792e-003
1.272310719978765e-009	7.686945e-003	-8.563530e-003
1.273310719978765e-009	7.853920e-003	-8.682737e-003
1.274310719978765e-009	8.024830e-003	-8.791319e-003
1.275310719978765e-009	8.199407e-003	-8.889194e-003
1.276310719978765e-009	8.377379e-003	-8.976299e-003
1.277310719978765e-009	8.558483e-003	-9.052590e-003
1.278310719978766e-009	8.742454e-003	-9.118035e-003
1.279310719978766e-009	8.929037e-003	-9.172623e-003
1.280310719978766e-009	9.117970e-003	-9.216355e-003
1.281310719978766e-009	9.309005e-003	-9.249253e-003
1.282310719978766e-009	9.501891e-003	-9.271350e-003
1.283310719978766e-009	9.696382e-003	-9.282697e-003
1.284310719978766e-009	9.892236e-003	-9.283362e-003
1.285310719978766e-009	1.008921e-002	-9.273426e-003
1.286310719978766e-009	1.028708e-002	-9.252985e-003
1.287310719978766e-009	1.048561e-002	-9.222150e-003
1.288310719978767e-009	1.068458e-002	-9.181045e-003
1.289310719978767e-009	1.088375e-002	-9.129810e-003
1.291310719978767e-009	1.128188e-002	-8.997571e-003
1.293310719978767e-009	1.167830e-002	-8.826798e-003
1.295310719978767e-009	1.207141e-002	-8.619055e-003
1.298310719978768e-009	1.265152e-002	-8.241973e-003
1.301310719978768e-009	1.321588e-002	-7.792196e-003
1.304310719978768e-009	1.376007e-002	-7.276960e-003
