time	V(VCj1a,VCj2b)	V(VCj2a,VCj2b)
6.393107199787319e-010	1.704715e-001	2.871472e-001
6.403107199787319e-010	1.548001e-001	3.008206e-001
6.413107199787319e-010	1.380326e-001	3.110524e-001
6.423107199787319e-010	1.201787e-001	3.179654e-001
6.433107199787319e-010	1.012538e-001	3.222564e-001
6.443107199787319e-010	8.127694e-002	3.247573e-001
6.453107199787319e-010	6.026991e-002	3.261759e-001
6.463107199787319e-010	3.825791e-002	3.270369e-001
6.473107199787319e-010	1.526843e-002	3.276465e-001
6.483107199787319e-010	-8.669597e-003	3.281516e-001
6.493107199787319e-010	-3.352585e-002	3.286232e-001
6.503107199787319e-010	-5.926883e-002	3.290940e-001
6.513107199787318e-010	-8.586589e-002	3.295780e-001
6.523107199787318e-010	-1.132833e-001	3.300805e-001
6.533107199787318e-010	-1.414865e-001	3.306024e-001
6.543107199787318e-010	-1.704398e-001	3.311430e-001
6.553107199787318e-010	-2.001068e-001	3.317003e-001
6.563107199787318e-010	-2.304502e-001	3.322721e-001
6.573107199787318e-010	-2.614321e-001	3.328563e-001
6.583107199787318e-010	-2.930137e-001	3.334506e-001
6.593107199787318e-010	-3.251560e-001	3.340531e-001
6.603107199787318e-010	-3.578191e-001	3.346617e-001
6.613107199787318e-010	-3.909627e-001	3.352746e-001
6.623107199787318e-010	-4.245461e-001	3.358902e-001
6.633107199787318e-010	-4.585284e-001	3.365069e-001
6.643107199787318e-010	-4.928683e-001	3.371234e-001
6.653107199787318e-010	-5.275243e-001	3.377384e-001
6.663107199787318e-010	-5.624547e-001	3.383506e-001
6.673107199787318e-010	-5.976178e-001	3.389591e-001
6.683107199787318e-010	-6.329719e-001	3.395630e-001
6.693107199787318e-010	-6.684752e-001	3.401613e-001
6.703107199787318e-010	-7.040861e-001	3.407535e-001
6.713107199787318e-010	-7.397632e-001	3.413387e-001
6.723107199787318e-010	-7.754652e-001	3.419164e-001
6.733107199787318e-010	-8.111514e-001	3.424862e-001
6.743107199787318e-010	-8.467809e-001	3.430475e-001
6.753107199787318e-010	-8.823135e-001	3.435999e-001
6.763107199787318e-010	-9.177097e-001	3.441432e-001
6.773107199787318e-010	-9.529300e-001	3.446770e-001
6.793107199787318e-010	-1.022689e+000	3.457151e-001
6.813107199787317e-010	-1.091289e+000	3.467128e-001
6.843107199787317e-010	-1.191382e+000	3.481314e-001
6.873107199787317e-010	-1.287288e+000	3.494547e-001
6.903107199787317e-010	-1.378156e+000	3.506824e-001
6.933107199787317e-010	-1.463214e+000	3.518151e-001
6.963107199787317e-010	-1.541780e+000	3.528542e-001
6.993107199787317e-010	-1.613268e+000	3.538015e-001
7.023107199787317e-010	-1.677185e+000	3.546593e-001
7.053107199787317e-010	-1.733143e+000	3.554296e-001
7.083107199787317e-010	-1.780852e+000	3.561152e-001
7.113107199787316e-010	-1.820123e+000	3.567182e-001
7.125964342644459e-010	-1.834328e+000	3.569517e-001
7.138821485501602e-010	-1.846976e+000	3.571711e-001
7.151678628358745e-010	-1.858066e+000	3.573764e-001
7.164535771215888e-010	-1.867597e+000	3.575676e-001
7.177392914073030e-010	-1.875570e+000	3.577447e-001
7.190250056930173e-010	-1.881984e+000	3.579078e-001
7.203107199787316e-010	-1.886841e+000	3.580567e-001
7.213107199787316e-010	-1.889583e+000	3.581635e-001
7.223107199787316e-010	-1.891415e+000	3.582623e-001
7.233107199787316e-010	-1.892346e+000	3.583530e-001
7.243107199787316e-010	-1.892386e+000	3.584359e-001
7.253107199787316e-010	-1.891546e+000	3.585108e-001
7.263107199787316e-010	-1.889838e+000	3.585780e-001
7.283107199787316e-010	-1.883869e+000	3.586888e-001
7.303107199787316e-010	-1.874590e+000	3.587692e-001
7.323107199787316e-010	-1.862123e+000	3.588193e-001
7.343107199787316e-010	-1.846597e+000	3.588395e-001
7.353107199787316e-010	-1.837731e+000	3.588384e-001
7.373107199787316e-010	-1.817882e+000	3.588145e-001
7.403107199787315e-010	-1.783104e+000	3.587239e-001
7.433107199787315e-010	-1.742791e+000	3.585682e-001
7.443107199787315e-010	-1.728218e+000	3.585019e-001
7.463107199787315e-010	-1.697492e+000	3.583477e-001
7.483107199787315e-010	-1.664396e+000	3.581653e-001
7.503107199787315e-010	-1.629903e+000	3.579532e-001
7.523107199787315e-010	-1.594014e+000	3.577113e-001
7.543107199787315e-010	-1.556728e+000	3.574395e-001
7.563107199787315e-010	-1.518047e+000	3.571380e-001
7.583107199787315e-010	-1.477969e+000	3.568067e-001
7.603107199787315e-010	-1.436495e+000	3.564456e-001
7.633107199787315e-010	-1.373313e+000	3.558426e-001
7.653107199787315e-010	-1.330352e+000	3.553996e-001
7.673107199787314e-010	-1.286870e+000	3.549225e-001
7.683107199787314e-010	-1.264973e+000	3.546708e-001
7.693107199787314e-010	-1.242991e+000	3.544101e-001
7.703107199787314e-010	-1.220937e+000	3.541403e-001
7.713107199787314e-010	-1.198826e+000	3.538610e-001
7.723107199787314e-010	-1.176671e+000	3.535721e-001
7.733107199787314e-010	-1.154483e+000	3.532737e-001
7.743107199787314e-010	-1.132274e+000	3.529652e-001
7.753107199787314e-010	-1.110055e+000	3.526465e-001
7.763107199787314e-010	-1.087838e+000	3.523171e-001
7.773107199787314e-010	-1.065632e+000	3.519771e-001
7.783107199787314e-010	-1.043445e+000	3.516257e-001
7.793107199787314e-010	-1.021288e+000	3.512631e-001
7.803107199787314e-010	-9.991689e-001	3.508887e-001
7.813107199787314e-010	-9.770942e-001	3.505023e-001
7.823107199787314e-010	-9.550715e-001	3.501033e-001
7.833107199787314e-010	-9.331072e-001	3.496912e-001
7.843107199787314e-010	-9.112072e-001	3.492661e-001
7.853107199787314e-010	-8.893766e-001	3.488269e-001
7.863107199787314e-010	-8.676203e-001	3.483735e-001
7.873107199787314e-010	-8.459423e-001	3.479053e-001
7.883107199787314e-010	-8.243462e-001	3.474215e-001
7.893107199787314e-010	-8.028350e-001	3.469219e-001
7.903107199787314e-010	-7.814111e-001	3.464056e-001
7.913107199787314e-010	-7.600765e-001	3.458719e-001
7.923107199787314e-010	-7.388327e-001	3.453201e-001
7.933107199787314e-010	-7.176805e-001	3.447493e-001
7.943107199787314e-010	-6.966204e-001	3.441588e-001
7.953107199787313e-010	-6.756522e-001	3.435477e-001
7.963107199787313e-010	-6.547756e-001	3.429148e-001
7.973107199787313e-010	-6.339895e-001	3.422592e-001
7.983107199787313e-010	-6.132924e-001	3.415796e-001
7.993107199787313e-010	-5.926826e-001	3.408750e-001
8.003107199787313e-010	-5.721579e-001	3.401438e-001
8.013107199787313e-010	-5.517156e-001	3.393845e-001
8.023107199787313e-010	-5.313528e-001	3.385957e-001
8.033107199787313e-010	-5.110662e-001	3.377756e-001
8.043107199787313e-010	-4.908521e-001	3.369222e-001
8.053107199787313e-010	-4.707066e-001	3.360336e-001
8.063107199787313e-010	-4.506256e-001	3.351073e-001
8.073107199787313e-010	-4.306044e-001	3.341409e-001
8.083107199787313e-010	-4.106384e-001	3.331316e-001
8.093107199787313e-010	-3.907226e-001	3.320764e-001
8.103107199787313e-010	-3.708519e-001	3.309720e-001
8.113107199787313e-010	-3.510209e-001	3.298146e-001
8.123107199787313e-010	-3.312242e-001	3.285999e-001
8.133107199787313e-010	-3.114561e-001	3.273234e-001
8.143107199787313e-010	-2.917108e-001	3.259800e-001
8.153107199787313e-010	-2.719827e-001	3.245636e-001
8.163107199787313e-010	-2.522657e-001	3.230679e-001
8.173107199787313e-010	-2.325539e-001	3.214853e-001
8.183107199787313e-010	-2.128413e-001	3.198076e-001
8.193107199787313e-010	-1.931219e-001	3.180251e-001
8.203107199787313e-010	-1.733898e-001	3.161270e-001
8.213107199787313e-010	-1.536391e-001	3.141008e-001
8.223107199787313e-010	-1.338638e-001	3.119323e-001
8.233107199787313e-010	-1.140583e-001	3.096053e-001
8.243107199787312e-010	-9.421673e-002	3.071007e-001
8.253107199787312e-010	-7.433364e-002	3.043970e-001
8.263107199787312e-010	-5.440360e-002	3.014690e-001
8.273107199787312e-010	-3.442138e-002	2.982879e-001
8.283107199787312e-010	-1.438195e-002	2.948205e-001
8.293107199787312e-010	5.719453e-003	2.910286e-001
8.303107199787312e-010	2.588740e-002	2.868686e-001
8.313107199787312e-010	4.612598e-002	2.822912e-001
8.323107199787312e-010	6.643891e-002	2.772409e-001
8.333107199787312e-010	8.682911e-002	2.716565e-001
8.343107199787312e-010	1.072982e-001	2.654714e-001
8.353107199787312e-010	1.278456e-001	2.586150e-001
8.363107199787312e-010	1.484664e-001	2.510142e-001
8.373107199787312e-010	1.691466e-001	2.425963e-001
8.383107199787312e-010	1.898543e-001	2.332917e-001
8.393107199787312e-010	2.105202e-001	2.230372e-001
8.403107199787312e-010	2.309673e-001	2.117742e-001
8.413107199787312e-010	2.508252e-001	1.994529e-001
8.423107199787312e-010	2.695158e-001	1.860468e-001
8.433107199787312e-010	2.862461e-001	1.715482e-001
8.443107199787312e-010	3.001293e-001	1.559524e-001
8.453107199787312e-010	3.105784e-001	1.392601e-001
8.463107199787312e-010	3.176778e-001	1.214804e-001
8.473107199787312e-010	3.221024e-001	1.026287e-001
8.483107199787312e-010	3.246838e-001	8.272352e-002
8.493107199787312e-010	3.261430e-001	6.178654e-002
8.503107199787312e-010	3.270217e-001	3.984279e-002
8.513107199787312e-010	3.276378e-001	1.691962e-002
8.523107199787312e-010	3.281442e-001	-6.954105e-003
8.533107199787311e-010	3.286148e-001	-3.174816e-002
8.543107199787311e-010	3.290834e-001	-5.743112e-002
8.553107199787311e-010	3.295650e-001	-8.397041e-002
8.563107199787311e-010	3.300650e-001	-1.113324e-001
8.573107199787311e-010	3.305846e-001	-1.394825e-001
8.583107199787311e-010	3.311228e-001	-1.683852e-001
8.593107199787311e-010	3.316780e-001	-1.980040e-001
8.603107199787311e-010	3.322480e-001	-2.283018e-001
8.613107199787311e-010	3.328305e-001	-2.592406e-001
8.623107199787311e-010	3.334233e-001	-2.907819e-001
8.633107199787311e-010	3.340245e-001	-3.228865e-001
8.643107199787311e-010	3.346319e-001	-3.555145e-001
8.653107199787311e-010	3.352439e-001	-3.886258e-001
8.663107199787311e-010	3.358586e-001	-4.221798e-001
8.673107199787311e-010	3.364746e-001	-4.561353e-001
8.683107199787311e-010	3.370905e-001	-4.904513e-001
8.693107199787311e-010	3.377050e-001	-5.250862e-001
8.703107199787311e-010	3.383169e-001	-5.599983e-001
8.713107199787311e-010	3.389251e-001	-5.951459e-001
8.723107199787311e-010	3.395288e-001	-6.304873e-001
8.733107199787311e-010	3.401271e-001	-6.659809e-001
8.743107199787311e-010	3.407193e-001	-7.015847e-001
8.753107199787311e-010	3.413045e-001	-7.372577e-001
8.763107199787311e-010	3.418824e-001	-7.729584e-001
8.773107199787311e-010	3.424524e-001	-8.086459e-001
8.783107199787311e-010	3.430139e-001	-8.442795e-001
8.793107199787311e-010	3.435666e-001	-8.798190e-001
8.803107199787311e-010	3.441102e-001	-9.152248e-001
8.813107199787311e-010	3.446444e-001	-9.504573e-001
8.833107199787310e-010	3.456833e-001	-1.020249e+000
8.853107199787310e-010	3.466820e-001	-1.088891e+000
8.883107199787310e-010	3.481021e-001	-1.189066e+000
8.913107199787310e-010	3.494271e-001	-1.285075e+000
8.943107199787310e-010	3.506566e-001	-1.376064e+000
8.973107199787310e-010	3.517911e-001	-1.461261e+000
9.003107199787310e-010	3.528321e-001	-1.539981e+000
9.033107199787310e-010	3.537813e-001	-1.611635e+000
9.063107199787310e-010	3.546408e-001	-1.675730e+000
9.093107199787310e-010	3.554131e-001	-1.731874e+000
9.123107199787309e-010	3.561005e-001	-1.779776e+000
9.153107199787309e-010	3.567055e-001	-1.819243e+000
9.167392914073024e-010	3.569647e-001	-1.835018e+000
9.181678628358738e-010	3.572066e-001	-1.848874e+000
9.195964342644452e-010	3.574312e-001	-1.860811e+000
9.210250056930166e-010	3.576385e-001	-1.870828e+000
9.224535771215881e-010	3.578285e-001	-1.878926e+000
9.238821485501595e-010	3.580012e-001	-1.885104e+000
9.253107199787309e-010	3.581567e-001	-1.889363e+000
9.263107199787309e-010	3.582560e-001	-1.891260e+000
9.273107199787309e-010	3.583474e-001	-1.892255e+000
9.283107199787309e-010	3.584307e-001	-1.892358e+000
9.293107199787309e-010	3.585063e-001	-1.891581e+000
9.303107199787309e-010	3.585739e-001	-1.889935e+000
9.323107199787309e-010	3.586860e-001	-1.884088e+000
9.343107199787311e-010	3.587674e-001	-1.874927e+000
9.363107199787313e-010	3.588186e-001	-1.862574e+000
9.383107199787315e-010	3.588400e-001	-1.847158e+000
9.393107199787316e-010	3.588396e-001	-1.838345e+000
9.413107199787318e-010	3.588167e-001	-1.818600e+000
9.443107199787321e-010	3.587278e-001	-1.783968e+000
9.473107199787324e-010	3.585738e-001	-1.743791e+000
9.483107199787325e-010	3.585081e-001	-1.729260e+000
9.503107199787327e-010	3.583549e-001	-1.698615e+000
9.523107199787329e-010	3.581737e-001	-1.665594e+000
9.543107199787331e-010	3.579628e-001	-1.631171e+000
9.563107199787333e-010	3.577221e-001	-1.595346e+000
9.583107199787335e-010	3.574516e-001	-1.558120e+000
9.603107199787337e-010	3.571513e-001	-1.519493e+000
9.623107199787339e-010	3.568213e-001	-1.479464e+000
9.643107199787341e-010	3.564615e-001	-1.438034e+000
9.673107199787344e-010	3.558606e-001	-1.374909e+000
9.693107199787346e-010	3.554189e-001	-1.331980e+000
9.713107199787348e-010	3.549433e-001	-1.288527e+000
9.733107199787350e-010	3.544323e-001	-1.244671e+000
9.743107199787351e-010	3.541633e-001	-1.222628e+000
9.753107199787352e-010	3.538851e-001	-1.200526e+000
9.763107199787353e-010	3.535970e-001	-1.178380e+000
9.773107199787354e-010	3.532994e-001	-1.156199e+000
9.783107199787355e-010	3.529916e-001	-1.133997e+000
9.793107199787356e-010	3.526737e-001	-1.111785e+000
9.803107199787357e-010	3.523453e-001	-1.089573e+000
9.813107199787358e-010	3.520062e-001	-1.067372e+000
9.823107199787359e-010	3.516558e-001	-1.045190e+000
9.833107199787360e-010	3.512942e-001	-1.023036e+000
9.843107199787361e-010	3.509209e-001	-1.000919e+000
9.853107199787362e-010	3.505354e-001	-9.788469e-001
9.863107199787363e-010	3.501375e-001	-9.568259e-001
9.873107199787364e-010	3.497266e-001	-9.348628e-001
9.883107199787365e-010	3.493024e-001	-9.129636e-001
9.893107199787366e-010	3.488646e-001	-8.911334e-001
9.903107199787367e-010	3.484125e-001	-8.693771e-001
9.913107199787368e-010	3.479455e-001	-8.476987e-001
9.923107199787369e-010	3.474631e-001	-8.261019e-001
9.933107199787370e-010	3.469648e-001	-8.045897e-001
9.943107199787371e-010	3.464499e-001	-7.831646e-001
9.953107199787372e-010	3.459176e-001	-7.618286e-001
9.963107199787373e-010	3.453674e-001	-7.405831e-001
9.973107199787374e-010	3.447983e-001	-7.194291e-001
9.983107199787375e-010	3.442094e-001	-6.983671e-001
9.993107199787376e-010	3.436001e-001	-6.773970e-001
1.000310719978738e-009	3.429691e-001	-6.565183e-001
1.001310719978738e-009	3.423153e-001	-6.357301e-001
1.002310719978738e-009	3.416379e-001	-6.150309e-001
1.003310719978738e-009	3.409355e-001	-5.944190e-001
1.004310719978738e-009	3.402065e-001	-5.738923e-001
1.005310719978738e-009	3.394496e-001	-5.534481e-001
1.006310719978738e-009	3.386635e-001	-5.330833e-001
1.007310719978738e-009	3.378461e-001	-5.127950e-001
1.008310719978739e-009	3.369955e-001	-4.925793e-001
1.009310719978739e-009	3.361099e-001	-4.724323e-001
1.010310719978739e-009	3.351869e-001	-4.523499e-001
1.011310719978739e-009	3.342239e-001	-4.323276e-001
1.012310719978739e-009	3.332183e-001	-4.123608e-001
1.013310719978739e-009	3.321671e-001	-3.924442e-001
1.014310719978739e-009	3.310669e-001	-3.725730e-001
1.015310719978739e-009	3.299141e-001	-3.527418e-001
1.016310719978739e-009	3.287044e-001	-3.329451e-001
1.017310719978739e-009	3.274332e-001	-3.131772e-001
1.018310719978740e-009	3.260955e-001	-2.934325e-001
1.019310719978740e-009	3.246855e-001	-2.737052e-001
1.020310719978740e-009	3.231966e-001	-2.539892e-001
1.021310719978740e-009	3.216216e-001	-2.342788e-001
1.022310719978740e-009	3.199521e-001	-2.145678e-001
1.023310719978740e-009	3.181788e-001	-1.948503e-001
1.024310719978740e-009	3.162907e-001	-1.751204e-001
1.025310719978740e-009	3.142757e-001	-1.553721e-001
1.026310719978740e-009	3.121197e-001	-1.355996e-001
1.027310719978740e-009	3.098064e-001	-1.157970e-001
1.028310719978741e-009	3.073174e-001	-9.595871e-002
1.029310719978741e-009	3.046311e-001	-7.607910e-002
1.030310719978741e-009	3.017227e-001	-5.615279e-002
1.031310719978741e-009	2.985638e-001	-3.617451e-002
1.032310719978741e-009	2.951216e-001	-1.613921e-002
1.033310719978741e-009	2.913582e-001	3.957868e-003
1.034310719978741e-009	2.872305e-001	2.412128e-002
1.035310719978741e-009	2.826897e-001	4.435524e-002
1.036310719978741e-009	2.776809e-001	6.466345e-002
1.037310719978741e-009	2.721432e-001	8.504888e-002
1.038310719978742e-009	2.660106e-001	1.055133e-001
1.039310719978742e-009	2.592124e-001	1.260565e-001
1.040310719978742e-009	2.516760e-001	1.466738e-001
1.041310719978742e-009	2.433284e-001	1.673524e-001
1.042310719978742e-009	2.340997e-001	1.880626e-001
1.043310719978742e-009	2.239260e-001	2.087394e-001
1.044310719978742e-009	2.127476e-001	2.292160e-001
1.045310719978742e-009	2.005137e-001	2.491417e-001
1.046310719978742e-009	1.871969e-001	2.679620e-001
1.047310719978742e-009	1.727886e-001	2.849010e-001
1.048310719978743e-009	1.572834e-001	2.990638e-001
1.049310719978743e-009	1.406811e-001	3.098194e-001
1.050310719978743e-009	1.229905e-001	3.171929e-001
1.051310719978743e-009	1.042265e-001	3.218217e-001
1.052310719978743e-009	8.440718e-002	3.245308e-001
1.053310719978743e-009	6.355404e-002	3.260572e-001
1.054310719978743e-009	4.169189e-002	3.269673e-001
1.055310719978743e-009	1.884795e-002	3.275972e-001
1.056310719978743e-009	-4.949026e-003	3.281086e-001
1.057310719978743e-009	-2.966893e-002	3.285803e-001
1.058310719978744e-009	-5.528042e-002	3.290482e-001
1.059310719978744e-009	-8.175102e-002	3.295283e-001
1.060310719978744e-009	-1.090472e-001	3.300265e-001
1.061310719978744e-009	-1.371344e-001	3.305444e-001
1.062310719978744e-009	-1.659771e-001	3.310812e-001
1.063310719978744e-009	-1.955391e-001	3.316350e-001
1.064310719978744e-009	-2.257832e-001	3.322037e-001
1.065310719978744e-009	-2.566716e-001	3.327851e-001
1.066310719978744e-009	-2.881656e-001	3.333772e-001
1.067310719978744e-009	-3.202261e-001	3.339776e-001
1.068310719978745e-009	-3.528135e-001	3.345845e-001
1.069310719978745e-009	-3.858875e-001	3.351960e-001
1.070310719978745e-009	-4.194075e-001	3.358106e-001
1.071310719978745e-009	-4.533325e-001	3.364265e-001
1.072310719978745e-009	-4.876214e-001	3.370423e-001
1.073310719978745e-009	-5.222326e-001	3.376569e-001
1.074310719978745e-009	-5.571245e-001	3.382690e-001
1.075310719978745e-009	-5.922554e-001	3.388775e-001
1.076310719978745e-009	-6.275834e-001	3.394816e-001
1.077310719978745e-009	-6.630671e-001	3.400803e-001
1.078310719978746e-009	-6.986645e-001	3.406729e-001
1.079310719978746e-009	-7.343344e-001	3.412587e-001
1.080310719978746e-009	-7.700354e-001	3.418371e-001
1.081310719978746e-009	-8.057266e-001	3.424077e-001
1.082310719978746e-009	-8.413672e-001	3.429699e-001
1.083310719978746e-009	-8.769171e-001	3.435233e-001
1.084310719978746e-009	-9.123363e-001	3.440676e-001
1.085310719978746e-009	-9.475856e-001	3.446025e-001
1.087310719978746e-009	-1.017420e+000	3.456430e-001
1.089310719978747e-009	-1.086117e+000	3.466432e-001
1.092310719978747e-009	-1.186396e+000	3.480658e-001
1.095310719978747e-009	-1.282534e+000	3.493934e-001
1.098310719978748e-009	-1.373674e+000	3.506254e-001
1.101310719978748e-009	-1.459041e+000	3.517624e-001
1.104310719978748e-009	-1.537948e+000	3.528059e-001
1.107310719978748e-009	-1.609804e+000	3.537575e-001
1.110310719978749e-009	-1.674113e+000	3.546194e-001
1.113310719978749e-009	-1.730480e+000	3.553940e-001
1.116310719978749e-009	-1.778610e+000	3.560836e-001
1.119310719978750e-009	-1.818310e+000	3.566907e-001
1.120739291407321e-009	-1.834197e+000	3.569509e-001
1.122167862835893e-009	-1.848164e+000	3.571938e-001
1.123596434264464e-009	-1.860212e+000	3.574194e-001
1.125025005693036e-009	-1.870339e+000	3.576278e-001
1.126453577121608e-009	-1.878545e+000	3.578188e-001
1.127882148550179e-009	-1.884832e+000	3.579925e-001
1.129310719978751e-009	-1.889199e+000	3.581489e-001
1.130310719978751e-009	-1.891169e+000	3.582488e-001
1.131310719978751e-009	-1.892237e+000	3.583407e-001
1.132310719978751e-009	-1.892413e+000	3.584248e-001
1.133310719978751e-009	-1.891707e+000	3.585009e-001
1.134310719978751e-009	-1.890131e+000	3.585691e-001
1.136310719978751e-009	-1.884421e+000	3.586825e-001
1.138310719978752e-009	-1.875393e+000	3.587651e-001
1.140310719978752e-009	-1.863166e+000	3.588176e-001
1.142310719978752e-009	-1.847872e+000	3.588402e-001
1.143310719978752e-009	-1.839118e+000	3.588403e-001
1.145310719978752e-009	-1.819485e+000	3.588187e-001
1.148310719978753e-009	-1.785009e+000	3.587315e-001
1.151310719978753e-009	-1.744973e+000	3.585792e-001
1.152310719978753e-009	-1.730486e+000	3.585140e-001
1.154310719978753e-009	-1.699924e+000	3.583620e-001
1.156310719978753e-009	-1.666978e+000	3.581820e-001
1.158310719978754e-009	-1.632624e+000	3.579723e-001
1.160310719978754e-009	-1.596862e+000	3.577328e-001
1.162310719978754e-009	-1.559691e+000	3.574635e-001
1.164310719978754e-009	-1.521113e+000	3.571645e-001
1.166310719978754e-009	-1.481127e+000	3.568356e-001
1.168310719978755e-009	-1.439733e+000	3.564770e-001
1.171310719978755e-009	-1.376653e+000	3.558781e-001
1.173310719978755e-009	-1.333746e+000	3.554378e-001
1.175310719978755e-009	-1.290310e+000	3.549635e-001
1.177310719978755e-009	-1.246466e+000	3.544542e-001
1.178310719978756e-009	-1.224428e+000	3.541858e-001
1.179310719978756e-009	-1.202330e+000	3.539082e-001
1.180310719978756e-009	-1.180186e+000	3.536210e-001
1.181310719978756e-009	-1.158007e+000	3.533242e-001
1.182310719978756e-009	-1.135806e+000	3.530172e-001
1.183310719978756e-009	-1.113594e+000	3.527002e-001
1.184310719978756e-009	-1.091381e+000	3.523726e-001
1.185310719978756e-009	-1.069177e+000	3.520343e-001
1.186310719978756e-009	-1.046993e+000	3.516849e-001
1.187310719978756e-009	-1.024836e+000	3.513243e-001
1.188310719978757e-009	-1.002715e+000	3.509517e-001
1.189310719978757e-009	-9.806385e-001	3.505673e-001
1.190310719978757e-009	-9.586125e-001	3.501704e-001
1.191310719978757e-009	-9.366441e-001	3.497608e-001
1.192310719978757e-009	-9.147390e-001	3.493377e-001
1.193310719978757e-009	-8.929026e-001	3.489010e-001
1.194310719978757e-009	-8.711397e-001	3.484500e-001
1.195310719978757e-009	-8.494544e-001	3.479841e-001
1.196310719978757e-009	-8.278505e-001	3.475032e-001
1.197310719978757e-009	-8.063310e-001	3.470061e-001
1.198310719978758e-009	-7.848984e-001	3.464926e-001
1.199310719978758e-009	-7.635548e-001	3.459618e-001
1.200310719978758e-009	-7.423018e-001	3.454131e-001
1.201310719978758e-009	-7.211401e-001	3.448455e-001
1.202310719978758e-009	-7.000704e-001	3.442583e-001
1.203310719978758e-009	-6.790927e-001	3.436506e-001
1.204310719978758e-009	-6.582064e-001	3.430215e-001
1.205310719978758e-009	-6.374108e-001	3.423697e-001
1.206310719978758e-009	-6.167044e-001	3.416942e-001
1.207310719978758e-009	-5.960854e-001	3.409938e-001
1.208310719978759e-009	-5.755519e-001	3.402670e-001
1.209310719978759e-009	-5.551010e-001	3.395126e-001
1.210310719978759e-009	-5.347300e-001	3.387289e-001
1.211310719978759e-009	-5.144356e-001	3.379140e-001
1.212310719978759e-009	-4.942142e-001	3.370664e-001
1.213310719978759e-009	-4.740619e-001	3.361836e-001
1.214310719978759e-009	-4.539746e-001	3.352637e-001
1.215310719978759e-009	-4.339477e-001	3.343042e-001
1.216310719978759e-009	-4.139766e-001	3.333022e-001
1.217310719978759e-009	-3.940564e-001	3.322548e-001
1.218310719978760e-009	-3.741819e-001	3.311588e-001
1.219310719978760e-009	-3.543479e-001	3.300103e-001
1.220310719978760e-009	-3.345488e-001	3.288054e-001
1.221310719978760e-009	-3.147792e-001	3.275394e-001
1.222310719978760e-009	-2.950331e-001	3.262074e-001
1.223310719978760e-009	-2.753049e-001	3.248036e-001
1.224310719978760e-009	-2.555885e-001	3.233214e-001
1.225310719978760e-009	-2.358782e-001	3.217538e-001
1.226310719978760e-009	-2.161679e-001	3.200924e-001
1.227310719978760e-009	-1.964515e-001	3.183278e-001
1.228310719978761e-009	-1.767233e-001	3.164496e-001
1.229310719978761e-009	-1.569771e-001	3.144455e-001
1.230310719978761e-009	-1.372072e-001	3.123015e-001
1.231310719978761e-009	-1.174077e-001	3.100018e-001
1.232310719978761e-009	-9.757292e-002	3.075279e-001
1.233310719978761e-009	-7.769731e-002	3.048586e-001
1.234310719978761e-009	-5.777544e-002	3.019694e-001
1.235310719978761e-009	-3.780207e-002	2.988322e-001
1.236310719978761e-009	-1.777208e-002	2.954144e-001
1.237310719978761e-009	2.319336e-003	2.916788e-001
1.238310719978762e-009	2.247673e-002	2.875827e-001
1.239310719978762e-009	4.270431e-002	2.830777e-001
1.240310719978762e-009	6.300586e-002	2.781093e-001
1.241310719978762e-009	8.338442e-002	2.726173e-001
1.242310719978762e-009	1.038420e-001	2.665358e-001
1.243310719978762e-009	1.243783e-001	2.597948e-001
1.244310719978762e-009	1.449894e-001	2.523216e-001
1.245310719978762e-009	1.656634e-001	2.440430e-001
1.246310719978762e-009	1.863723e-001	2.348889e-001
1.247310719978762e-009	2.070552e-001	2.247946e-001
1.248310719978763e-009	2.275545e-001	2.136997e-001
1.249310719978763e-009	2.475373e-001	2.015522e-001
1.250310719978763e-009	2.664718e-001	1.883237e-001
1.251310719978763e-009	2.835994e-001	1.740049e-001
1.252310719978763e-009	2.980212e-001	1.585895e-001
1.253310719978763e-009	3.090668e-001	1.420767e-001
1.254310719978763e-009	3.167054e-001	1.244747e-001
1.255310719978763e-009	3.215354e-001	1.057979e-001
1.256310719978763e-009	3.243720e-001	8.606432e-002
1.257310719978763e-009	3.259663e-001	6.529487e-002
1.258310719978764e-009	3.269084e-001	4.351426e-002
1.259310719978764e-009	3.275523e-001	2.074960e-002
1.260310719978764e-009	3.280691e-001	-2.970510e-003
1.261310719978764e-009	3.285420e-001	-2.761605e-002
1.262310719978764e-009	3.290094e-001	-5.315578e-002
1.263310719978764e-009	3.294881e-001	-7.955730e-002
1.264310719978764e-009	3.299848e-001	-1.067872e-001
1.265310719978764e-009	3.305011e-001	-1.348109e-001
1.266310719978764e-009	3.310363e-001	-1.635932e-001
1.267310719978764e-009	3.315888e-001	-1.930977e-001
1.268310719978765e-009	3.321564e-001	-2.232873e-001
1.269310719978765e-009	3.327369e-001	-2.541244e-001
1.270310719978765e-009	3.333282e-001	-2.855703e-001
1.271310719978765e-009	3.339280e-001	-3.175859e-001
1.272310719978765e-009	3.345344e-001	-3.501316e-001
1.273310719978765e-009	3.351457e-001	-3.831672e-001
1.274310719978765e-009	3.357600e-001	-4.166522e-001
1.275310719978765e-009	3.363759e-001	-4.505456e-001
1.276310719978765e-009	3.369918e-001	-4.848062e-001
1.277310719978765e-009	3.376065e-001	-5.193924e-001
1.278310719978766e-009	3.382189e-001	-5.542629e-001
