time	V(N001,VCj2b)	V(N002,VCj2b)
6.423107199787319e-010	1.036432e-001	3.436284e-001
6.433107199787319e-010	8.375147e-002	3.491803e-001
6.443107199787319e-010	6.283172e-002	3.526453e-001
6.453107199787319e-010	4.090644e-002	3.547921e-001
6.463107199787319e-010	1.800121e-002	3.562204e-001
6.473107199787319e-010	-5.855660e-003	3.573246e-001
6.483107199787319e-010	-3.063415e-002	3.583112e-001
6.493107199787319e-010	-5.630295e-002	3.592770e-001
6.503107199787319e-010	-8.282955e-002	3.602673e-001
6.513107199787318e-010	-1.101803e-001	3.613013e-001
6.523107199787318e-010	-1.383208e-001	3.623862e-001
6.533107199787318e-010	-1.672153e-001	3.635229e-001
6.543107199787318e-010	-1.968275e-001	3.647098e-001
6.553107199787318e-010	-2.271202e-001	3.659439e-001
6.563107199787318e-010	-2.580554e-001	3.672217e-001
6.573107199787318e-010	-2.895947e-001	3.685396e-001
6.583107199787318e-010	-3.216987e-001	3.698940e-001
6.593107199787318e-010	-3.543276e-001	3.712814e-001
6.603107199787318e-010	-3.874414e-001	3.726983e-001
6.613107199787318e-010	-4.209993e-001	3.741415e-001
6.623107199787318e-010	-4.549602e-001	3.756080e-001
6.633107199787318e-010	-4.892829e-001	3.770947e-001
6.643107199787318e-010	-5.239260e-001	3.785990e-001
6.653107199787318e-010	-5.588478e-001	3.801180e-001
6.663107199787318e-010	-5.940064e-001	3.816494e-001
6.673107199787318e-010	-6.293602e-001	3.831907e-001
6.683107199787318e-010	-6.648673e-001	3.847397e-001
6.693107199787318e-010	-7.004861e-001	3.862942e-001
6.703107199787318e-010	-7.361752e-001	3.878522e-001
6.713107199787318e-010	-7.718933e-001	3.894118e-001
6.723107199787318e-010	-8.075994e-001	3.909712e-001
6.733107199787318e-010	-8.432527e-001	3.925286e-001
6.743107199787318e-010	-8.788131e-001	3.940823e-001
6.753107199787318e-010	-9.142406e-001	3.956308e-001
6.763107199787318e-010	-9.494962e-001	3.971726e-001
6.773107199787318e-010	-9.845407e-001	3.987063e-001
6.793107199787318e-010	-1.053845e+000	4.017439e-001
6.813107199787317e-010	-1.121857e+000	4.047335e-001
6.843107199787317e-010	-1.220829e+000	4.091079e-001
6.873107199787317e-010	-1.315348e+000	4.133257e-001
6.903107199787317e-010	-1.404584e+000	4.173627e-001
6.933107199787317e-010	-1.487792e+000	4.211979e-001
6.963107199787317e-010	-1.564317e+000	4.248129e-001
6.993107199787317e-010	-1.633602e+000	4.281922e-001
7.023107199787317e-010	-1.695185e+000	4.313227e-001
7.053107199787317e-010	-1.748706e+000	4.341933e-001
7.083107199787317e-010	-1.793907e+000	4.367953e-001
7.113107199787316e-010	-1.830627e+000	4.391219e-001
7.125964342644459e-010	-1.843728e+000	4.400338e-001
7.138821485501602e-010	-1.855277e+000	4.408934e-001
7.151678628358745e-010	-1.865272e+000	4.417007e-001
7.164535771215888e-010	-1.873714e+000	4.424556e-001
7.177392914073030e-010	-1.880603e+000	4.431582e-001
7.190250056930173e-010	-1.885939e+000	4.438086e-001
7.203107199787316e-010	-1.889721e+000	4.444066e-001
7.213107199787316e-010	-1.891640e+000	4.448351e-001
7.223107199787316e-010	-1.892657e+000	4.452318e-001
7.233107199787316e-010	-1.892781e+000	4.455966e-001
7.243107199787316e-010	-1.892024e+000	4.459298e-001
7.253107199787316e-010	-1.890397e+000	4.462311e-001
7.263107199787316e-010	-1.887913e+000	4.465009e-001
7.283107199787316e-010	-1.880429e+000	4.469458e-001
7.303107199787316e-010	-1.869687e+000	4.472651e-001
7.323107199787316e-010	-1.855813e+000	4.474596e-001
7.343107199787316e-010	-1.838942e+000	4.475305e-001
7.353107199787316e-010	-1.829427e+000	4.475198e-001
7.373107199787316e-010	-1.808331e+000	4.474070e-001
7.403107199787315e-010	-1.771812e+000	4.470114e-001
7.433107199787315e-010	-1.729920e+000	4.463476e-001
7.443107199787315e-010	-1.714858e+000	4.460676e-001
7.463107199787315e-010	-1.683209e+000	4.454200e-001
7.483107199787315e-010	-1.649268e+000	4.446547e-001
7.503107199787315e-010	-1.614002e+000	4.437777e-001
7.523107199787315e-010	-1.577411e+000	4.427888e-001
7.543107199787315e-010	-1.539496e+000	4.416882e-001
7.563107199787315e-010	-1.500257e+000	4.404759e-001
7.583107199787315e-010	-1.459693e+000	4.391517e-001
7.603107199787315e-010	-1.417805e+000	4.377158e-001
7.633107199787315e-010	-1.354116e+000	4.353606e-001
7.653107199787315e-010	-1.310892e+000	4.336545e-001
7.673107199787314e-010	-1.267204e+000	4.318396e-001
7.683107199787314e-010	-1.245224e+000	4.308914e-001
7.693107199787314e-010	-1.223172e+000	4.299159e-001
7.703107199787314e-010	-1.201061e+000	4.289134e-001
7.713107199787314e-010	-1.178904e+000	4.278831e-001
7.723107199787314e-010	-1.156714e+000	4.268258e-001
7.733107199787314e-010	-1.134502e+000	4.257408e-001
7.743107199787314e-010	-1.112279e+000	4.246281e-001
7.753107199787314e-010	-1.090057e+000	4.234877e-001
7.763107199787314e-010	-1.067845e+000	4.223193e-001
7.773107199787314e-010	-1.045653e+000	4.211227e-001
7.783107199787314e-010	-1.023489e+000	4.198979e-001
7.793107199787314e-010	-1.001362e+000	4.186445e-001
7.803107199787314e-010	-9.792800e-001	4.173623e-001
7.813107199787314e-010	-9.572491e-001	4.160512e-001
7.823107199787314e-010	-9.352762e-001	4.147106e-001
7.833107199787314e-010	-9.133673e-001	4.133406e-001
7.843107199787314e-010	-8.915275e-001	4.119405e-001
7.853107199787314e-010	-8.697618e-001	4.105100e-001
7.863107199787314e-010	-8.480742e-001	4.090488e-001
7.873107199787314e-010	-8.264685e-001	4.075563e-001
7.883107199787314e-010	-8.049475e-001	4.060322e-001
7.893107199787314e-010	-7.835139e-001	4.044760e-001
7.903107199787314e-010	-7.621697e-001	4.028870e-001
7.913107199787314e-010	-7.409162e-001	4.012648e-001
7.923107199787314e-010	-7.197546e-001	3.996086e-001
7.933107199787314e-010	-6.986852e-001	3.979177e-001
7.943107199787314e-010	-6.777080e-001	3.961914e-001
7.953107199787313e-010	-6.568225e-001	3.944287e-001
7.963107199787313e-010	-6.360278e-001	3.926291e-001
7.973107199787313e-010	-6.153226e-001	3.907913e-001
7.983107199787313e-010	-5.947050e-001	3.889146e-001
7.993107199787313e-010	-5.741729e-001	3.869976e-001
8.003107199787313e-010	-5.537236e-001	3.850392e-001
8.013107199787313e-010	-5.333543e-001	3.830381e-001
8.023107199787313e-010	-5.130616e-001	3.809929e-001
8.033107199787313e-010	-4.928420e-001	3.789018e-001
8.043107199787313e-010	-4.726915e-001	3.767633e-001
8.053107199787313e-010	-4.526059e-001	3.745755e-001
8.063107199787313e-010	-4.325809e-001	3.723363e-001
8.073107199787313e-010	-4.126115e-001	3.700435e-001
8.083107199787313e-010	-3.926930e-001	3.676944e-001
8.093107199787313e-010	-3.728201e-001	3.652866e-001
8.103107199787313e-010	-3.529876e-001	3.628167e-001
8.113107199787313e-010	-3.331899e-001	3.602815e-001
8.123107199787313e-010	-3.134215e-001	3.576770e-001
8.133107199787313e-010	-2.936766e-001	3.549993e-001
8.143107199787313e-010	-2.739494e-001	3.522435e-001
8.153107199787313e-010	-2.542339e-001	3.494043e-001
8.163107199787313e-010	-2.345243e-001	3.464756e-001
8.173107199787313e-010	-2.148145e-001	3.434508e-001
8.183107199787313e-010	-1.950985e-001	3.403221e-001
8.193107199787313e-010	-1.753703e-001	3.370808e-001
8.203107199787313e-010	-1.556241e-001	3.337171e-001
8.213107199787313e-010	-1.358539e-001	3.302194e-001
8.223107199787313e-010	-1.160540e-001	3.265747e-001
8.233107199787313e-010	-9.621859e-002	3.227681e-001
8.243107199787312e-010	-7.634214e-002	3.187822e-001
8.253107199787312e-010	-5.641916e-002	3.145972e-001
8.263107199787312e-010	-3.644446e-002	3.101898e-001
8.273107199787312e-010	-1.641291e-002	3.055336e-001
8.283107199787312e-010	3.680259e-003	3.005980e-001
8.293107199787312e-010	2.383974e-002	2.953475e-001
8.303107199787312e-010	4.406980e-002	2.897419e-001
8.313107199787312e-010	6.437442e-002	2.837352e-001
8.323107199787312e-010	8.475706e-002	2.772756e-001
8.333107199787312e-010	1.052206e-001	2.703057e-001
8.343107199787312e-010	1.257667e-001	2.627624e-001
8.353107199787312e-010	1.463954e-001	2.545783e-001
8.363107199787312e-010	1.671030e-001	2.456832e-001
8.373107199787312e-010	1.878789e-001	2.360062e-001
8.383107199787312e-010	2.086982e-001	2.254786e-001
8.393107199787312e-010	2.295073e-001	2.140366e-001
8.403107199787312e-010	2.501750e-001	2.016225e-001
8.413107199787312e-010	2.704124e-001	1.881852e-001
8.423107199787312e-010	2.897264e-001	1.736909e-001
8.433107199787312e-010	3.074139e-001	1.581272e-001
8.443107199787312e-010	3.226257e-001	1.414912e-001
8.453107199787312e-010	3.346454e-001	1.237836e-001
8.463107199787312e-010	3.432820e-001	1.050122e-001
8.473107199787312e-010	3.489858e-001	8.519201e-002
8.483107199787312e-010	3.525487e-001	6.434233e-002
8.493107199787312e-010	3.547476e-001	4.248542e-002
8.503107199787312e-010	3.561983e-001	1.964669e-002
8.513107199787312e-010	3.573094e-001	-4.145654e-003
8.523107199787312e-010	3.582957e-001	-2.886171e-002
8.533107199787311e-010	3.592579e-001	-5.447024e-002
8.543107199787311e-010	3.602431e-001	-8.093881e-002
8.553107199787311e-010	3.612717e-001	-1.082339e-001
8.563107199787311e-010	3.623510e-001	-1.363210e-001
8.573107199787311e-010	3.634823e-001	-1.651646e-001
8.583107199787311e-010	3.646640e-001	-1.947283e-001
8.593107199787311e-010	3.658932e-001	-2.249752e-001
8.603107199787311e-010	3.671665e-001	-2.558671e-001
8.613107199787311e-010	3.684802e-001	-2.873657e-001
8.623107199787311e-010	3.698306e-001	-3.194317e-001
8.633107199787311e-010	3.712143e-001	-3.520254e-001
8.643107199787311e-010	3.726279e-001	-3.851066e-001
8.653107199787311e-010	3.740680e-001	-4.186346e-001
8.663107199787311e-010	3.755317e-001	-4.525686e-001
8.673107199787311e-010	3.770158e-001	-4.868671e-001
8.683107199787311e-010	3.785177e-001	-5.214888e-001
8.693107199787311e-010	3.800347e-001	-5.563919e-001
8.703107199787311e-010	3.815642e-001	-5.915348e-001
8.713107199787311e-010	3.831038e-001	-6.268756e-001
8.723107199787311e-010	3.846513e-001	-6.623727e-001
8.733107199787311e-010	3.862045e-001	-6.979843e-001
8.743107199787311e-010	3.877614e-001	-7.336689e-001
8.753107199787311e-010	3.893200e-001	-7.693853e-001
8.763107199787311e-010	3.908785e-001	-8.050924e-001
8.773107199787311e-010	3.924353e-001	-8.407497e-001
8.783107199787311e-010	3.939885e-001	-8.763167e-001
8.793107199787311e-010	3.955367e-001	-9.117535e-001
8.803107199787311e-010	3.970783e-001	-9.470210e-001
8.813107199787311e-010	3.986118e-001	-9.820802e-001
8.833107199787310e-010	4.016496e-001	-1.051422e+000
8.853107199787310e-010	4.046398e-001	-1.119480e+000
8.883107199787310e-010	4.090159e-001	-1.218541e+000
8.913107199787310e-010	4.132362e-001	-1.313168e+000
8.943107199787310e-010	4.172764e-001	-1.402531e+000
8.973107199787310e-010	4.211155e-001	-1.485882e+000
9.003107199787310e-010	4.247349e-001	-1.562566e+000
9.033107199787310e-010	4.281192e-001	-1.632020e+000
9.063107199787310e-010	4.312549e-001	-1.693784e+000
9.093107199787310e-010	4.341313e-001	-1.747494e+000
9.123107199787309e-010	4.367393e-001	-1.792889e+000
9.153107199787309e-010	4.390721e-001	-1.829806e+000
9.167392914073024e-010	4.400853e-001	-1.844354e+000
9.181678628358738e-010	4.410338e-001	-1.856989e+000
9.195964342644452e-010	4.419178e-001	-1.867712e+000
9.210250056930166e-010	4.427371e-001	-1.876522e+000
9.224535771215881e-010	4.434919e-001	-1.883420e+000
9.238821485501595e-010	4.441820e-001	-1.888405e+000
9.253107199787309e-010	4.448075e-001	-1.891479e+000
9.263107199787309e-010	4.452065e-001	-1.892559e+000
9.273107199787309e-010	4.455737e-001	-1.892747e+000
9.283107199787309e-010	4.459091e-001	-1.892052e+000
9.293107199787309e-010	4.462129e-001	-1.890488e+000
9.303107199787309e-010	4.464849e-001	-1.888065e+000
9.323107199787309e-010	4.469345e-001	-1.880702e+000
9.343107199787311e-010	4.472585e-001	-1.870076e+000
9.363107199787313e-010	4.474578e-001	-1.856315e+000
9.383107199787315e-010	4.475332e-001	-1.839552e+000
9.393107199787316e-010	4.475249e-001	-1.830089e+000
9.413107199787318e-010	4.474168e-001	-1.809095e+000
9.443107199787321e-010	4.470280e-001	-1.772719e+000
9.473107199787324e-010	4.463713e-001	-1.730959e+000
9.483107199787325e-010	4.460936e-001	-1.715937e+000
9.503107199787327e-010	4.454508e-001	-1.684367e+000
9.523107199787329e-010	4.446900e-001	-1.650498e+000
9.543107199787331e-010	4.438175e-001	-1.615300e+000
9.563107199787333e-010	4.428332e-001	-1.578772e+000
9.583107199787335e-010	4.417371e-001	-1.540914e+000
9.603107199787337e-010	4.405293e-001	-1.501726e+000
9.623107199787339e-010	4.392098e-001	-1.461209e+000
9.643107199787341e-010	4.377785e-001	-1.419363e+000
9.673107199787344e-010	4.354300e-001	-1.355728e+000
9.693107199787346e-010	4.337285e-001	-1.312534e+000
9.713107199787348e-010	4.319181e-001	-1.268872e+000
9.733107199787350e-010	4.299991e-001	-1.224862e+000
9.743107199787351e-010	4.289989e-001	-1.202760e+000
9.753107199787352e-010	4.279712e-001	-1.180612e+000
9.763107199787353e-010	4.269160e-001	-1.158430e+000
9.773107199787354e-010	4.258335e-001	-1.136225e+000
9.783107199787355e-010	4.247230e-001	-1.114009e+000
9.793107199787356e-010	4.235849e-001	-1.091792e+000
9.803107199787357e-010	4.224188e-001	-1.069585e+000
9.813107199787358e-010	4.212248e-001	-1.047397e+000
9.823107199787359e-010	4.200023e-001	-1.025237e+000
9.833107199787360e-010	4.187514e-001	-1.003113e+000
9.843107199787361e-010	4.174717e-001	-9.810327e-001
9.853107199787362e-010	4.161631e-001	-9.590036e-001
9.863107199787363e-010	4.148250e-001	-9.370320e-001
9.873107199787364e-010	4.134574e-001	-9.151238e-001
9.883107199787365e-010	4.120598e-001	-8.932845e-001
9.893107199787366e-010	4.106320e-001	-8.715187e-001
9.903107199787367e-010	4.091734e-001	-8.498308e-001
9.913107199787368e-010	4.076836e-001	-8.282243e-001
9.923107199787369e-010	4.061623e-001	-8.067024e-001
9.933107199787370e-010	4.046088e-001	-7.852676e-001
9.943107199787371e-010	4.030225e-001	-7.639220e-001
9.953107199787372e-010	4.014032e-001	-7.426669e-001
9.963107199787373e-010	3.997498e-001	-7.215034e-001
9.973107199787374e-010	3.980618e-001	-7.004321e-001
9.983107199787375e-010	3.963385e-001	-6.794530e-001
9.993107199787376e-010	3.945790e-001	-6.585654e-001
1.000310719978738e-009	3.927824e-001	-6.377687e-001
1.001310719978738e-009	3.909479e-001	-6.170613e-001
1.002310719978738e-009	3.890745e-001	-5.964416e-001
1.003310719978738e-009	3.871610e-001	-5.759074e-001
1.004310719978738e-009	3.852061e-001	-5.554562e-001
1.005310719978738e-009	3.832085e-001	-5.350850e-001
1.006310719978738e-009	3.811671e-001	-5.147905e-001
1.007310719978738e-009	3.790799e-001	-4.945692e-001
1.008310719978739e-009	3.769454e-001	-4.744172e-001
1.009310719978739e-009	3.747618e-001	-4.543304e-001
1.010310719978739e-009	3.725270e-001	-4.343041e-001
1.011310719978739e-009	3.702387e-001	-4.143338e-001
1.012310719978739e-009	3.678944e-001	-3.944146e-001
1.013310719978739e-009	3.654915e-001	-3.745412e-001
1.014310719978739e-009	3.630269e-001	-3.547084e-001
1.015310719978739e-009	3.604973e-001	-3.349107e-001
1.016310719978739e-009	3.578988e-001	-3.151425e-001
1.017310719978739e-009	3.552273e-001	-2.953981e-001
1.018310719978740e-009	3.524781e-001	-2.756717e-001
1.019310719978740e-009	3.496459e-001	-2.559573e-001
1.020310719978740e-009	3.467249e-001	-2.362489e-001
1.021310719978740e-009	3.437083e-001	-2.165407e-001
1.022310719978740e-009	3.405886e-001	-1.968266e-001
1.023310719978740e-009	3.373570e-001	-1.771006e-001
1.024310719978740e-009	3.340037e-001	-1.573568e-001
1.025310719978740e-009	3.305176e-001	-1.375893e-001
1.026310719978740e-009	3.268857e-001	-1.177923e-001
1.027310719978740e-009	3.230931e-001	-9.796011e-002
1.028310719978741e-009	3.191227e-001	-7.808709e-002
1.029310719978741e-009	3.149549e-001	-5.816785e-002
1.030310719978741e-009	3.105669e-001	-3.819707e-002
1.031310719978741e-009	3.059324e-001	-1.816970e-002
1.032310719978741e-009	3.010212e-001	1.919150e-003
1.033310719978741e-009	2.957982e-001	2.207413e-002
1.034310719978741e-009	2.902237e-001	4.229954e-002
1.035310719978741e-009	2.842520e-001	6.259933e-002
1.036310719978741e-009	2.778320e-001	8.297713e-002
1.037310719978741e-009	2.709065e-001	1.034357e-001
1.038310719978742e-009	2.634131e-001	1.239771e-001
1.039310719978742e-009	2.552847e-001	1.446012e-001
1.040310719978742e-009	2.464511e-001	1.653049e-001
1.041310719978742e-009	2.368414e-001	1.860784e-001
1.042310719978742e-009	2.263865e-001	2.068986e-001
1.043310719978742e-009	2.150223e-001	2.277150e-001
1.044310719978742e-009	2.026900e-001	2.484043e-001
1.045310719978742e-009	1.893376e-001	2.686932e-001
1.046310719978742e-009	1.749302e-001	2.881109e-001
1.047310719978742e-009	1.594545e-001	3.059742e-001
1.048310719978743e-009	1.429069e-001	3.214364e-001
1.049310719978743e-009	1.252874e-001	3.337517e-001
1.050310719978743e-009	1.066030e-001	3.426751e-001
1.051310719978743e-009	8.686847e-002	3.486095e-001
1.052310719978743e-009	6.610264e-002	3.523274e-001
1.053310719978743e-009	4.432750e-002	3.546135e-001
1.054310719978743e-009	2.156825e-002	3.561055e-001
1.055310719978743e-009	-2.147088e-003	3.572333e-001
1.056310719978743e-009	-2.678870e-002	3.582245e-001
1.057310719978743e-009	-5.232546e-002	3.591861e-001
1.058310719978744e-009	-7.872503e-002	3.601682e-001
1.059310719978744e-009	-1.059540e-001	3.611926e-001
1.060310719978744e-009	-1.339778e-001	3.622675e-001
1.061310719978744e-009	-1.627612e-001	3.633944e-001
1.062310719978744e-009	-1.922678e-001	3.645720e-001
1.063310719978744e-009	-2.224606e-001	3.657973e-001
1.064310719978744e-009	-2.533017e-001	3.670669e-001
1.065310719978744e-009	-2.847526e-001	3.683773e-001
1.066310719978744e-009	-3.167743e-001	3.697247e-001
1.067310719978744e-009	-3.493269e-001	3.711057e-001
1.068310719978745e-009	-3.823705e-001	3.725169e-001
1.069310719978745e-009	-4.158642e-001	3.739548e-001
1.070310719978745e-009	-4.497673e-001	3.754166e-001
1.071310719978745e-009	-4.840384e-001	3.768990e-001
1.072310719978745e-009	-5.186360e-001	3.783995e-001
1.073310719978745e-009	-5.535186e-001	3.799152e-001
1.074310719978745e-009	-5.886444e-001	3.814436e-001
1.075310719978745e-009	-6.239715e-001	3.829824e-001
1.076310719978745e-009	-6.594584e-001	3.845292e-001
1.077310719978745e-009	-6.950631e-001	3.860820e-001
1.078310719978746e-009	-7.307444e-001	3.876385e-001
1.079310719978746e-009	-7.664607e-001	3.891970e-001
1.080310719978746e-009	-8.021713e-001	3.907556e-001
1.081310719978746e-009	-8.378352e-001	3.923124e-001
1.082310719978746e-009	-8.734122e-001	3.938660e-001
1.083310719978746e-009	-9.088623e-001	3.954145e-001
1.084310719978746e-009	-9.441462e-001	3.969566e-001
1.085310719978746e-009	-9.792250e-001	3.984909e-001
1.087310719978746e-009	-1.048615e+000	4.015303e-001
1.089310719978747e-009	-1.116734e+000	4.045225e-001
1.092310719978747e-009	-1.215906e+000	4.089022e-001
1.095310719978747e-009	-1.310669e+000	4.131270e-001
1.098310719978748e-009	-1.400189e+000	4.171723e-001
1.101310719978748e-009	-1.483716e+000	4.210170e-001
1.104310719978748e-009	-1.560592e+000	4.246425e-001
1.107310719978748e-009	-1.630252e+000	4.280332e-001
1.110310719978749e-009	-1.692232e+000	4.311758e-001
1.113310719978749e-009	-1.746167e+000	4.340593e-001
1.116310719978749e-009	-1.791793e+000	4.366745e-001
1.119310719978750e-009	-1.828943e+000	4.390149e-001
1.120739291407321e-009	-1.843603e+000	4.400316e-001
1.122167862835893e-009	-1.856349e+000	4.409838e-001
1.123596434264464e-009	-1.867182e+000	4.418714e-001
1.125025005693036e-009	-1.876102e+000	4.426944e-001
1.126453577121608e-009	-1.883108e+000	4.434527e-001
1.127882148550179e-009	-1.888201e+000	4.441465e-001
1.129310719978751e-009	-1.891381e+000	4.447756e-001
1.130310719978751e-009	-1.892535e+000	4.451773e-001
1.131310719978751e-009	-1.892795e+000	4.455470e-001
1.132310719978751e-009	-1.892172e+000	4.458849e-001
1.133310719978751e-009	-1.890678e+000	4.461913e-001
1.134310719978751e-009	-1.888324e+000	4.464658e-001
1.136310719978751e-009	-1.881096e+000	4.469205e-001
1.138310719978752e-009	-1.870600e+000	4.472496e-001
1.140310719978752e-009	-1.856963e+000	4.474537e-001
1.142310719978752e-009	-1.840319e+000	4.475343e-001
1.143310719978752e-009	-1.830914e+000	4.475284e-001
1.145310719978752e-009	-1.810029e+000	4.474251e-001
1.148310719978753e-009	-1.773804e+000	4.470437e-001
1.151310719978753e-009	-1.732181e+000	4.463940e-001
1.152310719978753e-009	-1.717202e+000	4.461186e-001
1.154310719978753e-009	-1.685712e+000	4.454805e-001
1.156310719978753e-009	-1.651915e+000	4.447244e-001
1.158310719978754e-009	-1.616782e+000	4.438564e-001
1.160310719978754e-009	-1.580313e+000	4.428767e-001
1.162310719978754e-009	-1.542508e+000	4.417852e-001
1.164310719978754e-009	-1.503367e+000	4.405818e-001
1.166310719978754e-009	-1.462890e+000	4.392666e-001
1.168310719978755e-009	-1.421077e+000	4.378396e-001
1.171310719978755e-009	-1.357482e+000	4.354979e-001
1.173310719978755e-009	-1.314308e+000	4.338007e-001
1.175310719978755e-009	-1.270662e+000	4.319949e-001
1.177310719978755e-009	-1.226662e+000	4.300803e-001
1.178310719978756e-009	-1.204564e+000	4.290820e-001
1.179310719978756e-009	-1.182419e+000	4.280565e-001
1.180310719978756e-009	-1.160238e+000	4.270035e-001
1.181310719978756e-009	-1.138034e+000	4.259232e-001
1.182310719978756e-009	-1.115818e+000	4.248151e-001
1.183310719978756e-009	-1.093600e+000	4.236793e-001
1.184310719978756e-009	-1.071391e+000	4.225155e-001
1.185310719978756e-009	-1.049201e+000	4.213237e-001
1.186310719978756e-009	-1.027037e+000	4.201034e-001
1.187310719978756e-009	-1.004909e+000	4.188548e-001
1.188310719978757e-009	-9.828250e-001	4.175776e-001
1.189310719978757e-009	-9.607910e-001	4.162712e-001
1.190310719978757e-009	-9.388139e-001	4.149355e-001
1.191310719978757e-009	-9.168999e-001	4.135704e-001
1.192310719978757e-009	-8.950544e-001	4.121753e-001
1.193310719978757e-009	-8.732821e-001	4.107499e-001
1.194310719978757e-009	-8.515873e-001	4.092938e-001
1.195310719978757e-009	-8.299738e-001	4.078066e-001
1.196310719978757e-009	-8.084445e-001	4.062879e-001
1.197310719978757e-009	-7.870023e-001	4.047370e-001
1.198310719978758e-009	-7.656490e-001	4.031535e-001
1.199310719978758e-009	-7.443863e-001	4.015368e-001
1.200310719978758e-009	-7.232152e-001	3.998863e-001
1.201310719978758e-009	-7.021362e-001	3.982011e-001
1.202310719978758e-009	-6.811494e-001	3.964807e-001
1.203310719978758e-009	-6.602543e-001	3.947242e-001
1.204310719978758e-009	-6.394501e-001	3.929307e-001
1.205310719978758e-009	-6.187354e-001	3.910995e-001
1.206310719978758e-009	-5.981086e-001	3.892291e-001
1.207310719978758e-009	-5.775676e-001	3.873188e-001
1.208310719978759e-009	-5.571097e-001	3.853673e-001
1.209310719978759e-009	-5.367321e-001	3.833734e-001
1.210310719978759e-009	-5.164316e-001	3.813355e-001
1.211310719978759e-009	-4.962046e-001	3.792522e-001
1.212310719978759e-009	-4.760472e-001	3.771217e-001
1.213310719978759e-009	-4.559553e-001	3.749421e-001
1.214310719978759e-009	-4.359245e-001	3.727115e-001
1.215310719978759e-009	-4.159500e-001	3.704277e-001
1.216310719978759e-009	-3.960269e-001	3.680882e-001
1.217310719978759e-009	-3.761502e-001	3.656902e-001
1.218310719978760e-009	-3.563146e-001	3.632307e-001
1.219310719978760e-009	-3.365145e-001	3.607064e-001
1.220310719978760e-009	-3.167444e-001	3.581138e-001
1.221310719978760e-009	-2.969986e-001	3.554484e-001
1.222310719978760e-009	-2.772713e-001	3.527057e-001
1.223310719978760e-009	-2.575564e-001	3.498806e-001
1.224310719978760e-009	-2.378481e-001	3.469671e-001
1.225310719978760e-009	-2.181405e-001	3.439586e-001
1.226310719978760e-009	-1.984274e-001	3.408476e-001
1.227310719978760e-009	-1.787030e-001	3.376255e-001
1.228310719978761e-009	-1.589613e-001	3.342826e-001
1.229310719978761e-009	-1.391964e-001	3.308078e-001
1.230310719978761e-009	-1.194025e-001	3.271883e-001
1.231310719978761e-009	-9.957376e-002	3.234094e-001
1.232310719978761e-009	-7.970473e-002	3.194543e-001
1.233310719978761e-009	-5.978990e-002	3.153035e-001
1.234310719978761e-009	-3.982398e-002	3.109344e-001
1.235310719978761e-009	-1.980186e-002	3.063212e-001
1.236310719978761e-009	2.813637e-004	3.014338e-001
1.237310719978761e-009	2.043033e-002	2.962378e-001
1.238310719978762e-009	4.064935e-002	2.906936e-001
1.239310719978762e-009	6.094250e-002	2.847562e-001
1.240310719978762e-009	8.131328e-002	2.783749e-001
1.241310719978762e-009	1.017648e-001	2.714931e-001
1.242310719978762e-009	1.222988e-001	2.640486e-001
1.243310719978762e-009	1.429158e-001	2.559747e-001
1.244310719978762e-009	1.636128e-001	2.472014e-001
1.245310719978762e-009	1.843808e-001	2.376578e-001
1.246310719978762e-009	2.051981e-001	2.272745e-001
1.247310719978762e-009	2.260173e-001	2.159869e-001
1.248310719978763e-009	2.467221e-001	2.037354e-001
1.249310719978763e-009	2.670534e-001	1.904669e-001
1.250310719978763e-009	2.865612e-001	1.761455e-001
1.251310719978763e-009	3.045819e-001	1.607571e-001
1.252310719978763e-009	3.202739e-001	1.442973e-001
1.253310719978763e-009	3.328666e-001	1.267653e-001
1.254310719978763e-009	3.420649e-001	1.081676e-001
1.255310719978763e-009	3.482243e-001	8.851840e-002
1.256310719978763e-009	3.520962e-001	6.783626e-002
1.257310719978763e-009	3.544700e-001	4.614283e-002
1.258310719978764e-009	3.560040e-001	2.346307e-002
1.259310719978764e-009	3.571490e-001	-1.751324e-004
1.260310719978764e-009	3.581455e-001	-2.474210e-002
1.261310719978764e-009	3.591067e-001	-5.020680e-002
1.262310719978764e-009	3.600859e-001	-7.653700e-002
1.263310719978764e-009	3.611064e-001	-1.036993e-001
1.264310719978764e-009	3.621770e-001	-1.316594e-001
1.265310719978764e-009	3.632997e-001	-1.603820e-001
1.266310719978764e-009	3.644732e-001	-1.898307e-001
1.267310719978764e-009	3.656947e-001	-2.199687e-001
1.268310719978765e-009	3.669610e-001	-2.507582e-001
1.269310719978765e-009	3.682681e-001	-2.821606e-001
1.270310719978765e-009	3.696127e-001	-3.141370e-001
1.271310719978765e-009	3.709911e-001	-3.466477e-001
1.272310719978765e-009	3.723999e-001	-3.796525e-001
1.273310719978765e-009	3.738358e-001	-4.131109e-001
1.274310719978765e-009	3.752957e-001	-4.469819e-001
1.275310719978765e-009	3.767766e-001	-4.812244e-001
1.276310719978765e-009	3.782757e-001	-5.157968e-001
1.277310719978765e-009	3.797903e-001	-5.506576e-001
1.278310719978766e-009	3.813178e-001	-5.857649e-001
1.279310719978766e-009	3.828558e-001	-6.210771e-001
1.280310719978766e-009	3.844021e-001	-6.565523e-001
1.281310719978766e-009	3.859544e-001	-6.921489e-001
