time	V(N001,VCj2b)	V(N002,VCj2b)
1.282310719978766e-009	3.875108e-001	-7.278254e-001
1.283310719978766e-009	3.890692e-001	-7.635404e-001
1.284310719978766e-009	3.906278e-001	-7.992529e-001
1.285310719978766e-009	3.921849e-001	-8.349220e-001
1.286310719978766e-009	3.937388e-001	-8.705075e-001
1.287310719978766e-009	3.952878e-001	-9.059694e-001
1.288310719978767e-009	3.968305e-001	-9.412683e-001
1.289310719978767e-009	3.983654e-001	-9.763652e-001
1.291310719978767e-009	4.014066e-001	-1.045801e+000
1.293310719978767e-009	4.044010e-001	-1.113977e+000
1.295310719978767e-009	4.073392e-001	-1.180608e+000
1.298310719978768e-009	4.116229e-001	-1.277061e+000
1.301310719978768e-009	4.157355e-001	-1.368561e+000
1.304310719978768e-009	4.196548e-001	-1.454330e+000
1.307310719978768e-009	4.233613e-001	-1.533674e+000
1.310310719978769e-009	4.268383e-001	-1.605995e+000
1.313310719978769e-009	4.300718e-001	-1.670792e+000
1.316310719978769e-009	4.330499e-001	-1.727664e+000
1.319310719978770e-009	4.357627e-001	-1.776310e+000
1.322310719978770e-009	4.382030e-001	-1.816529e+000
1.323739291407342e-009	4.392680e-001	-1.832665e+000
1.325167862835913e-009	4.402687e-001	-1.846879e+000
1.326596434264485e-009	4.412049e-001	-1.859171e+000
1.328025005693056e-009	4.420767e-001	-1.869540e+000
1.329453577121628e-009	4.428840e-001	-1.877987e+000
1.330882148550199e-009	4.436269e-001	-1.884511e+000
1.332310719978771e-009	4.443054e-001	-1.889113e+000
1.333310719978771e-009	4.447414e-001	-1.891245e+000
1.334310719978771e-009	4.451454e-001	-1.892473e+000
1.335310719978771e-009	4.455178e-001	-1.892805e+000
1.336310719978771e-009	4.458584e-001	-1.892254e+000
1.337310719978771e-009	4.461673e-001	-1.890831e+000
1.338310719978771e-009	4.464445e-001	-1.888547e+000
1.340310719978772e-009	4.469043e-001	-1.881455e+000
1.342310719978772e-009	4.472385e-001	-1.871091e+000
1.344310719978772e-009	4.474478e-001	-1.857579e+000
1.346310719978772e-009	4.475333e-001	-1.841056e+000
1.347310719978772e-009	4.475299e-001	-1.831708e+000
1.349310719978773e-009	4.474316e-001	-1.810934e+000
1.352310719978773e-009	4.470576e-001	-1.774865e+000
1.355310719978773e-009	4.464152e-001	-1.733382e+000
1.357310719978773e-009	4.458400e-001	-1.702991e+000
1.360310719978774e-009	4.447597e-001	-1.653715e+000
1.362310719978774e-009	4.438942e-001	-1.618256e+000
1.364310719978774e-009	4.429177e-001	-1.581610e+000
1.366310719978774e-009	4.418302e-001	-1.543779e+000
1.368310719978774e-009	4.406317e-001	-1.504761e+000
1.370310719978775e-009	4.393223e-001	-1.464557e+000
1.372310719978775e-009	4.379019e-001	-1.423168e+000
1.374310719978775e-009	4.363705e-001	-1.380592e+000
1.376310719978775e-009	4.347320e-001	-1.337726e+000
1.378310719978775e-009	4.329849e-001	-1.294320e+000
1.380310719978776e-009	4.311291e-001	-1.250497e+000
1.381310719978776e-009	4.301605e-001	-1.228465e+000
1.382310719978776e-009	4.291646e-001	-1.206372e+000
1.383310719978776e-009	4.281412e-001	-1.184230e+000
1.384310719978776e-009	4.270906e-001	-1.162052e+000
1.385310719978776e-009	4.260125e-001	-1.139849e+000
1.386310719978776e-009	4.249066e-001	-1.117633e+000
1.387310719978776e-009	4.237730e-001	-1.095415e+000
1.388310719978776e-009	4.226115e-001	-1.073205e+000
1.389310719978777e-009	4.214220e-001	-1.051013e+000
1.390310719978777e-009	4.202041e-001	-1.028847e+000
1.391310719978777e-009	4.189579e-001	-1.006716e+000
1.392310719978777e-009	4.176828e-001	-9.846276e-001
1.393310719978777e-009	4.163788e-001	-9.625891e-001
1.394310719978777e-009	4.150457e-001	-9.406072e-001
1.395310719978777e-009	4.136829e-001	-9.186877e-001
1.396310719978777e-009	4.122903e-001	-8.968364e-001
1.397310719978777e-009	4.108673e-001	-8.750579e-001
1.398310719978777e-009	4.094138e-001	-8.533565e-001
1.399310719978778e-009	4.079292e-001	-8.317362e-001
1.400310719978778e-009	4.064131e-001	-8.101999e-001
1.401310719978778e-009	4.048648e-001	-7.887503e-001
1.402310719978778e-009	4.032840e-001	-7.673897e-001
1.403310719978778e-009	4.016700e-001	-7.461195e-001
1.404310719978778e-009	4.000221e-001	-7.249408e-001
1.405310719978778e-009	3.983400e-001	-7.038542e-001
1.406310719978778e-009	3.966224e-001	-6.828598e-001
1.407310719978778e-009	3.948689e-001	-6.619571e-001
1.408310719978778e-009	3.930785e-001	-6.411455e-001
1.409310719978779e-009	3.912503e-001	-6.204235e-001
1.410310719978779e-009	3.893833e-001	-5.997896e-001
1.411310719978779e-009	3.874763e-001	-5.792415e-001
1.412310719978779e-009	3.855283e-001	-5.587769e-001
1.413310719978779e-009	3.835378e-001	-5.383928e-001
1.414310719978779e-009	3.815035e-001	-5.180860e-001
1.415310719978779e-009	3.794239e-001	-4.978531e-001
1.416310719978779e-009	3.772972e-001	-4.776901e-001
1.417310719978779e-009	3.751218e-001	-4.575930e-001
1.418310719978779e-009	3.728955e-001	-4.375572e-001
1.419310719978780e-009	3.706161e-001	-4.175783e-001
1.420310719978780e-009	3.682812e-001	-3.976512e-001
1.421310719978780e-009	3.658881e-001	-3.777708e-001
1.422310719978780e-009	3.634338e-001	-3.579319e-001
1.423310719978780e-009	3.609149e-001	-3.381292e-001
1.424310719978780e-009	3.583279e-001	-3.183568e-001
1.425310719978780e-009	3.556687e-001	-2.986091e-001
1.426310719978780e-009	3.529325e-001	-2.788804e-001
1.427310719978780e-009	3.501143e-001	-2.591647e-001
1.428310719978780e-009	3.472083e-001	-2.394560e-001
1.429310719978781e-009	3.442079e-001	-2.197485e-001
1.430310719978781e-009	3.411055e-001	-2.000361e-001
1.431310719978781e-009	3.378928e-001	-1.803128e-001
1.432310719978781e-009	3.345602e-001	-1.605726e-001
1.433310719978781e-009	3.310966e-001	-1.408098e-001
1.434310719978781e-009	3.274894e-001	-1.210184e-001
1.435310719978781e-009	3.237241e-001	-1.011927e-001
1.436310719978781e-009	3.197841e-001	-8.132714e-002
1.437310719978781e-009	3.156500e-001	-6.141621e-002
1.438310719978781e-009	3.112997e-001	-4.145461e-002
1.439310719978782e-009	3.067075e-001	-2.143720e-002
1.440310719978782e-009	3.018437e-001	-1.359165e-003
1.441310719978782e-009	2.966743e-001	1.878428e-002
1.442310719978782e-009	2.911601e-001	3.899744e-002
1.443310719978782e-009	2.852566e-001	5.928439e-002
1.444310719978782e-009	2.789136e-001	7.964881e-002
1.445310719978782e-009	2.720749e-001	1.000936e-001
1.446310719978782e-009	2.646788e-001	1.206209e-001
1.447310719978782e-009	2.566588e-001	1.412311e-001
1.448310719978782e-009	2.479453e-001	1.619219e-001
1.449310719978783e-009	2.384672e-001	1.826847e-001
1.450310719978783e-009	2.281549e-001	2.034992e-001
1.451310719978783e-009	2.169434e-001	2.243210e-001
1.452310719978783e-009	2.047722e-001	2.450404e-001
1.453310719978783e-009	1.915872e-001	2.654118e-001
1.454310719978783e-009	1.773516e-001	2.850053e-001
1.455310719978783e-009	1.620502e-001	3.031775e-001
1.456310719978783e-009	1.456780e-001	3.190936e-001
1.457310719978783e-009	1.282333e-001	3.319611e-001
1.458310719978783e-009	1.097223e-001	3.414361e-001
1.459310719978784e-009	9.015843e-002	3.478259e-001
1.460310719978784e-009	6.955997e-002	3.518574e-001
1.461310719978784e-009	4.794826e-002	3.543232e-001
1.462310719978784e-009	2.534803e-002	3.559015e-001
1.463310719978784e-009	1.787005e-003	3.570650e-001
1.464310719978784e-009	-2.270525e-002	3.580673e-001
1.465310719978784e-009	-4.809782e-002	3.590284e-001
1.466310719978784e-009	-7.435855e-002	3.600048e-001
1.467310719978784e-009	-1.014542e-001	3.610213e-001
1.468310719978784e-009	-1.293504e-001	3.620877e-001
1.469310719978785e-009	-1.580120e-001	3.632061e-001
1.470310719978785e-009	-1.874028e-001	3.643756e-001
1.471310719978785e-009	-2.174859e-001	3.655933e-001
1.472310719978785e-009	-2.482235e-001	3.668560e-001
1.473310719978785e-009	-2.795773e-001	3.681599e-001
1.474310719978785e-009	-3.115082e-001	3.695016e-001
1.475310719978785e-009	-3.439767e-001	3.708774e-001
1.476310719978785e-009	-3.769426e-001	3.722838e-001
1.477310719978785e-009	-4.103654e-001	3.737176e-001
1.478310719978785e-009	-4.442042e-001	3.751757e-001
1.479310719978786e-009	-4.784178e-001	3.766550e-001
1.480310719978786e-009	-5.129648e-001	3.781527e-001
1.481310719978786e-009	-5.478035e-001	3.796661e-001
1.482310719978786e-009	-5.828922e-001	3.811926e-001
1.483310719978786e-009	-6.181891e-001	3.827299e-001
1.484310719978786e-009	-6.536525e-001	3.842756e-001
1.485310719978786e-009	-6.892406e-001	3.858275e-001
1.486310719978786e-009	-7.249120e-001	3.873836e-001
1.487310719978786e-009	-7.606253e-001	3.889419e-001
1.488310719978786e-009	-7.963394e-001	3.905006e-001
1.489310719978787e-009	-8.320135e-001	3.920579e-001
1.490310719978787e-009	-8.676072e-001	3.936120e-001
1.491310719978787e-009	-9.030806e-001	3.951615e-001
1.492310719978787e-009	-9.383942e-001	3.967048e-001
1.493310719978787e-009	-9.735089e-001	3.982404e-001
1.495310719978787e-009	-1.042989e+000	4.012833e-001
1.497310719978787e-009	-1.111222e+000	4.042797e-001
1.499310719978788e-009	-1.177958e+000	4.072216e-001
1.500000000000000e-009	-1.200623e+000	4.082233e-001
